%DAWG J2 VIIRS RSR Release V1 Band I5 S0
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
 I5      1     0     11852.0000000        0.6915830      167.5016657     0.150     0     4402670
 I5      1     0     11932.0500000        0.6872792      154.8604107     0.150     0     4402670
 I5      1     0     12011.9000000        0.6427307      142.0594549     0.150     0     4402670
 I5      1     0     12092.0000000        0.6094920      123.7462645     0.150     0     4402670
 I5      1     0     12172.0000000        0.5793180      110.7220766     0.150     0     4402670
 I5      1     0     12252.0000000        0.5659471      102.5968801     0.150     0     4402670
 I5      1     0     12331.8500000        0.5236003       89.5354663     0.150     0     4402670
 I5      1     0     12412.0000000        0.4201380       67.6501149     0.150     0     4402670
 I5      1     0     12492.0500000        0.2066426       31.0472331     0.150     0     4402670
 I5      1     0     12571.9500000        0.0631107        9.1116874     0.150     0     4402670
 I5      1     0     12652.1000000        0.0176701        2.4638976     0.150     0     4402670
 I5      1     0     12732.0500000        0.0060167        0.7168283     0.150     0     4402670
 I5      1     0     12812.0500000        0.0022121        0.2339129     0.150     0     4402670
 I5      1     0     12891.9000000        0.0002570        0.0429329     0.150     1     4402680
 I5      1     0     12986.9000000        0.0003175        0.0585483     0.150     1     4402680
 I5      1     0     13081.9000000        0.0002432        0.0249056     0.150     1     4402680
 I5      1     0     13177.0000000       -0.0000679        0.0166615     0.150     1     4402680
 I5      1     0     13272.1500000        0.0001708        0.0233211     0.150     1     4402680
 I5      1     0     13366.9500000        0.0001844        0.0481606     0.150     1     4402680
 I5      1     0     13462.0500000        0.0000518        0.0266517     0.150     1     4402680
 I5      1     0     13557.1000000        0.0000633       -0.0101891     0.150     1     4402680
 I5      1     0     13651.8500000        0.0001302        0.0920448     0.150     1     4402680
 I5      1     0     13747.1000000       -0.0001193        0.0056624     0.150     1     4402680
 I5      1     0     13841.9500000        0.0000030        0.0099421     0.150     1     4402680
 I5      1     0     13937.1000000        0.0000568        0.0735855     0.150     1     4402680
 I5      1     0     14031.8500000        0.0000648       -0.0462190     0.150     1     4402680
 I5      1     0     14126.9500000       -0.0000766        0.0044743     0.150     1     4402680
 I5      1     0     14221.9500000       -0.0001969       -0.0090084     0.150     1     4402680
 I5      1     0     14317.0000000        0.0000602       -0.0129876     0.150     1     4402680
 I5      1     0     14411.9000000        0.0000586       -0.0060702     0.150     1     4402680
 I5      1     0     14507.1500000        0.0000189        0.0233725     0.150     1     4402680
 I5      1     0     14602.0500000        0.0001447        0.0383704     0.150     1     4402680
 I5      1     0     14697.0000000       -0.0000529        0.0153406     0.150     1     4402680
 I5      1     0     14792.1000000        0.0001976       -0.0170849     0.150     1     4402680
 I5      1     0     14886.9500000       -0.0000279        0.0688694     0.150     1     4402680
 I5      1     0     14982.0500000        0.0001042        0.0047497     0.150     1     4402680
 I5      1     0     15076.9000000        0.0001446        0.0689709     0.150     1     4402680
 I5      1     0     15171.9500000        0.0001122        0.0086468     0.150     1     4402680
 I5      1     0     15267.0500000       -0.0001370        0.0756211     0.150     1     4402680
 I5      1     0     15362.0500000        0.0001377        0.0715080     0.150     1     4402680
 I5      1     0     15457.0000000        0.0000186        0.0237361     0.150     1     4402680
 I5      1     0     15552.0000000        0.0000062        0.0631217     0.150     1     4402680
 I5      1     0     15647.1000000        0.0000442        0.0272555     0.150     1     4402680
 I5      1     0     15741.9500000        0.0000318        0.0360518     0.150     1     4402680
 I5      1     0     15837.0000000       -0.0000276        0.0025232     0.150     1     4402680
 I5      1     0     15932.0500000       -0.0001664        0.0172113     0.150     1     4402680
 I5      1     0     16027.0000000        0.0001059       -0.0149813     0.150     1     4402680
 I5      1     0     16121.9500000        0.0000430        0.0407792     0.150     1     4402680
 I5      2     0      1804.0100000       -0.0002311        0.0433638     0.200     1     4402845
 I5      2     0      1820.0000000        0.0001030        0.0826002     0.200     1     4402845
 I5      2     0      1836.0150000       -0.0002147        0.1424888     0.200     1     4402845
 I5      2     0      1852.0000000       -0.0001622        0.0862937     0.200     1     4402845
 I5      2     0      1867.9850000        0.0002565        0.0467237     0.200     1     4402845
 I5      2     0      1883.9900000        0.0000487        0.0029330     0.200     1     4402845
 I5      2     0      1900.0000000        0.0001540        0.0420462     0.200     1     4402845
 I5      2     0      1916.0100000        0.0005149        0.0466769     0.200     1     4402845
 I5      2     0      1932.0100000        0.0007913        0.0252895     0.200     1     4402845
 I5      2     0      1948.0050000       -0.0002095       -0.0125656     0.200     1     4402845
 I5      2     0      1963.9950000       -0.0004068       -0.0146931     0.200     1     4402845
 I5      2     0      1980.0150000        0.0000815        0.0442082     0.200     1     4402845
 I5      2     0      1995.9850000       -0.0000012        0.1192402     0.200     1     4402845
 I5      2     0      2011.9800000       -0.0003373        0.0043542     0.200     1     4402845
 I5      2     0      2027.9800000       -0.0007869        0.0399235     0.200     1     4402845
 I5      2     0      2043.9950000       -0.0004287        0.0704829     0.200     1     4402845
 I5      2     0      2059.9950000       -0.0000923        0.0694093     0.200     1     4402845
 I5      2     0      2076.0050000       -0.0007023        0.1152216     0.200     1     4402845
 I5      2     0      2092.0050000       -0.0002670       -0.0513742     0.200     1     4402845
 I5      2     0      2108.0000000       -0.0004257        0.1282390     0.200     1     4402845
 I5      2     0      2124.0200000        0.0005250        0.0257524     0.200     1     4402845
 I5      2     0      2140.0050000        0.0000574        0.0075931     0.200     1     4402845
 I5      2     0      2155.9950000       -0.0008617        0.0103168     0.200     1     4402845
 I5      2     0      2172.0050000        0.0004433        0.0150089     0.200     1     4402845
 I5      2     0      2188.0100000       -0.0001944       -0.0089639     0.200     1     4402845
 I5      2     0      2203.9950000       -0.0007127        0.0642231     0.200     1     4402845
 I5      2     0      2219.9950000        0.0005221        0.0340576     0.200     1     4402845
 I5      2     0      2235.9800000       -0.0004116        0.0974021     0.200     1     4402845
 I5      2     0      2252.0050000        0.0004921        0.0676886     0.200     1     4402845
 I5      2     0      2264.0000000       -0.0001276       -0.0334170     0.200     1     4402846
 I5      2     0      2280.0050000       -0.0003553        0.0585470     0.200     1     4402846
 I5      2     0      2296.0000000       -0.0006794        0.1221382     0.200     1     4402846
 I5      2     0      2311.9850000       -0.0002197        0.0171725     0.200     1     4402846
 I5      2     0      2327.9950000        0.0003070       -0.0035545     0.200     1     4402846
 I5      2     0      2343.9950000       -0.0001500        0.0532423     0.200     1     4402846
 I5      2     0      2359.9900000       -0.0003938       -0.0085228     0.200     1     4402846
 I5      2     0      2375.9900000        0.0002160       -0.0386031     0.200     1     4402846
 I5      2     0      2391.9950000        0.0001353        0.0727034     0.200     1     4402846
 I5      2     0      2407.9950000        0.0001508        0.0284791     0.200     1     4402846
 I5      2     0      2424.0100000       -0.0007567        0.0829802     0.200     1     4402846
 I5      2     0      2434.0000000       -0.0002929        0.0121950     0.200     1     4402847
 I5      2     0      2449.9950000       -0.0005865        0.0343247     0.200     1     4402847
 I5      2     0      2465.9950000        0.0001195        0.0358981     0.200     1     4402847
 I5      2     0      2482.0100000        0.0001456       -0.0095686     0.200     1     4402847
 I5      2     0      2498.0100000        0.0005122       -0.0720267     0.200     1     4402847
 I5      2     0      2514.0150000       -0.0000397        0.0511983     0.200     1     4402847
 I5      2     0      2530.0000000       -0.0000816       -0.0307204     0.200     1     4402847
 I5      2     0      2546.0000000       -0.0007420        0.0152886     0.200     1     4402847
 I5      2     0      2562.0050000       -0.0002394       -0.0171909     0.200     1     4402847
 I5      2     0      2577.9950000        0.0001262       -0.0063926     0.200     1     4402847
 I5      2     0      2593.9950000       -0.0007273        0.1379919     0.200     1     4402847
 I5      2     0      2610.0000000        0.0006050        0.0032096     0.200     1     4402847
 I5      2     0      2626.0050000        0.0008068        0.1548080     0.200     1     4402847
 I5      2     0      2642.0000000        0.0001199        0.0716840     0.200     1     4402847
 I5      2     0      2658.0000000       -0.0006996        0.1062486     0.200     1     4402847
 I5      2     0      2673.9900000       -0.0005972        0.0624344     0.200     1     4402847
 I5      2     0      2690.0050000        0.0006412        0.0492914     0.200     1     4402847
 I5      2     0      2706.0000000        0.0005079        0.0025392     0.200     1     4402847
 I5      2     0      2721.9950000       -0.0001748       -0.1205500     0.200     1     4402847
 I5      2     0      2738.0050000       -0.0001206        0.0092379     0.200     1     4402847
 I5      2     0      2754.0000000       -0.0003316        0.0195557     0.200     1     4402847
 I5      2     0      2769.9950000       -0.0005028        0.0796927     0.200     1     4402847
 I5      2     0      2786.0100000        0.0002042        0.0396868     0.200     1     4402847
 I5      2     0      2801.9900000        0.0006277       -0.0565677     0.200     1     4402847
 I5      2     0      2817.9950000        0.0006178       -0.0419227     0.200     1     4402847
 I5      2     0      2833.9950000        0.0009635       -0.0143338     0.200     1     4402847
 I5      2     0      2850.0000000       -0.0005521       -0.0637846     0.200     1     4402847
 I5      2     0      2866.0050000       -0.0006761        0.0594917     0.200     1     4402847
 I5      2     0      2882.0000000       -0.0004823       -0.0594165     0.200     1     4402847
 I5      2     0      2898.0000000        0.0006037       -0.0163086     0.200     1     4402847
 I5      2     0      2914.0000000       -0.0004663        0.0056146     0.200     1     4402847
 I5      2     0      2930.0100000       -0.0008913       -0.0108423     0.200     1     4402847
 I5      2     0      2956.0250000       -0.0006270        0.0963995     0.200     1     4402848
 I5      2     0      3011.9850000        0.0002794        0.0228535     0.200     1     4402848
 I5      2     0      3068.0750000        0.0002943        0.1361005     0.200     1     4402848
 I5      2     0      3124.0000000       -0.0000164       -0.0216890     0.200     1     4402848
 I5      2     0      3180.0100000       -0.0008629        0.0717701     0.200     1     4402848
 I5      2     0      3236.0550000       -0.0003987        0.0114564     0.200     1     4402848
 I5      2     0      3291.9650000        0.0002980        0.0631479     0.200     1     4402848
 I5      2     0      3348.0650000       -0.0002999       -0.0689339     0.200     1     4402848
 I5      2     0      3404.0050000        0.0000510       -0.0060122     0.200     1     4402848
 I5      2     0      3460.0350000        0.0007001        0.0307094     0.200     1     4402848
 I5      2     0      3516.1050000        0.0007048        0.1085470     0.200     1     4402848
 I5      2     0      3571.9600000       -0.0005979        0.0083646     0.200     1     4402848
 I5      2     0      3628.0850000        0.0001706       -0.0910745     0.200     1     4402848
 I5      2     0      3684.0800000       -0.0005994        0.0871176     0.200     1     4402848
 I5      2     0      3740.0450000        0.0002735        0.0575325     0.200     1     4402848
 I5      2     0      3795.9650000       -0.0000390        0.0962231     0.200     1     4402848
 I5      2     0      3851.9500000       -0.0005423        0.1112479     0.200     1     4402848
 I5      2     0      3907.9400000        0.0010143       -0.0045727     0.200     1     4402848
 I5      2     0      3964.0450000        0.0007087       -0.0656998     0.200     1     4402848
 I5      2     0      4020.0150000       -0.0003305        0.1445132     0.200     1     4402848
 I5      2     0      4076.0100000        0.0002704       -0.1199276     0.200     1     4402848
 I5      2     0      4132.0550000        0.0011670        0.0986045     0.200     1     4402848
 I5      2     0      4187.9600000       -0.0002404       -0.0248103     0.200     1     4402848
 I5      2     0      4243.8950000       -0.0003089       -0.0282681     0.200     1     4402848
 I5      2     0      4300.0200000       -0.0002294        0.1234000     0.200     1     4402848
 I5      2     0      4355.9600000       -0.0002687        0.0022596     0.200     1     4402848
 I5      2     0      4412.0350000       -0.0001237        0.0399026     0.200     1     4402848
 I5      2     0      4467.9650000        0.0002201        0.0316676     0.200     1     4402848
 I5      2     0      4523.9900000        0.0001905        0.0959470     0.200     1     4402848
 I5      2     0      4579.9250000        0.0002532       -0.0058019     0.200     1     4402848
 I5      2     0      4636.0100000        0.0005786        0.0478367     0.200     1     4402848
 I5      2     0      4692.1000000        0.0001304       -0.0337713     0.200     1     4402848
 I5      2     0      4748.0100000       -0.0001499        0.1071565     0.200     1     4402848
 I5      2     0      4804.0050000       -0.0003794        0.0194528     0.200     1     4402848
 I5      2     0      4859.9650000        0.0001190        0.0417216     0.200     1     4402848
 I5      2     0      4915.9700000        0.0002489       -0.1516390     0.200     1     4402848
 I5      2     0      4971.9850000        0.0002844        0.0158387     0.200     1     4402848
 I5      2     0      5028.1000000        0.0001710       -0.0139016     0.200     1     4402848
 I5      2     0      5084.0200000       -0.0005492       -0.0156580     0.200     1     4402848
 I5      2     0      5140.0000000       -0.0002495       -0.0452293     0.200     1     4402848
 I5      2     0      5195.9500000        0.0000429        0.0969817     0.200     1     4402848
 I5      2     0      5251.9450000       -0.0003095       -0.0963806     0.200     1     4402848
 I5      2     0      5308.0450000        0.0005267        0.0341270     0.200     1     4402848
 I5      2     0      5364.0500000        0.0003665        0.1137048     0.200     1     4402848
 I5      2     0      5419.9400000        0.0004603        0.0360261     0.200     1     4402848
