%DAWG J2 VIIRS RSR Release V1 Band M15
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
M15      1     0      5174.9950000        0.0000001        0.0187552     0.060     1     4402664
M15      1     0      5240.0550000       -0.0000030        0.0430142     0.060     1     4402664
M15      1     0      5305.0200000        0.0000108        0.0242581     0.060     1     4402664
M15      1     0      5370.0550000       -0.0000141        0.0104776     0.060     1     4402664
M15      1     0      5434.9650000        0.0000037        0.0064968     0.060     1     4402664
M15      1     0      5447.9800000        0.0000166        0.0259927     0.060     1     4402665
M15      1     0      5512.9200000        0.0000157        0.0121817     0.060     1     4402665
M15      1     0      5577.9650000        0.0000228        0.0213867     0.060     1     4402665
M15      1     0      5642.9600000        0.0000036        0.0278704     0.060     1     4402665
M15      1     0      5708.0850000       -0.0000038        0.0373874     0.060     1     4402665
M15      1     0      5773.0150000        0.0000026        0.0161440     0.060     1     4402665
M15      1     0      5837.9650000       -0.0000019       -0.0133247     0.060     1     4402665
M15      1     0      5903.0000000       -0.0000016        0.0063924     0.060     1     4402665
M15      1     0      5968.0700000        0.0000160        0.0101057     0.060     1     4402665
M15      1     0      6033.0450000       -0.0000046        0.0057228     0.060     1     4402665
M15      1     0      6098.0100000        0.0000145        0.0441538     0.060     1     4402665
M15      1     0      6162.9850000        0.0000030       -0.0059556     0.060     1     4402665
M15      1     0      6228.0450000        0.0000013        0.0104890     0.060     1     4402665
M15      1     0      6292.9700000        0.0000106       -0.0060333     0.060     1     4402665
M15      1     0      6357.9700000        0.0000031        0.0321874     0.060     1     4402665
M15      1     0      6422.9950000        0.0000010        0.0087201     0.060     1     4402665
M15      1     0      6488.0400000       -0.0000035        0.0256404     0.060     1     4402665
M15      1     0      6552.9700000        0.0000146       -0.0089710     0.060     1     4402665
M15      1     0      6618.0450000        0.0000017        0.0269527     0.060     1     4402665
M15      1     0      6682.9500000        0.0000177        0.0007655     0.060     1     4402665
M15      1     0      6748.0400000        0.0000042        0.0147374     0.060     1     4402665
M15      1     0      6813.0600000       -0.0000299        0.0017616     0.060     1     4402665
M15      1     0      6878.0350000        0.0000039       -0.0100236     0.060     1     4402665
M15      1     0      6943.0200000       -0.0000161        0.0030346     0.060     1     4402665
M15      1     0      7007.9100000        0.0000039        0.0445313     0.060     1     4402665
M15      1     0      7073.0450000        0.0000231        0.0171181     0.060     1     4402665
M15      1     0      7138.1000000        0.0000147        0.0371380     0.060     1     4402666
M15      1     0      7268.0100000       -0.0000084        0.0297307     0.060     1     4402666
M15      1     0      7398.1350000       -0.0000079        0.0058461     0.060     1     4402666
M15      1     0      7528.1100000        0.0000118        0.0095070     0.060     1     4402666
M15      1     0      7658.1000000       -0.0000040       -0.0003167     0.060     1     4402666
M15      1     0      7787.9000000        0.0000058       -0.0053640     0.060     1     4402666
M15      1     0      7917.9300000        0.0000174        0.0004019     0.060     1     4402666
M15      1     0      8048.0050000        0.0000078       -0.0072644     0.060     1     4402666
M15      1     0      8178.1650000       -0.0000189        0.0119355     0.060     1     4402666
M15      1     0      8308.0000000        0.0000200        0.0130542     0.060     1     4402666
M15      1     0      8438.1650000       -0.0000031        0.0537289     0.060     1     4402666
M15      1     0      8568.0750000        0.0000134        0.0194007     0.060     1     4402666
M15      1     0      8697.8850000        0.0000302        0.0218285     0.060     1     4402666
M15      1     0      8827.9200000       -0.0000121       -0.0002141     0.060     1     4402666
M15      1     0      8958.0350000        0.0000124        0.0304928     0.060     1     4402666
M15      1     0      9088.0450000        0.0000168        0.0210389     0.060     1     4402666
M15      1     0      9218.1550000        0.0000218        0.0321139     0.060     1     4402666
M15      1     0      9348.0050000        0.0000365        0.1875727     0.060     0     4402666
M15      1     0      9477.9900000        0.0000247        0.1685712     0.060     0     4402666
M15      1     0      9608.0100000        0.0000988        0.5346526     0.060     0     4402666
M15      1     0      9667.0450000        0.0003284        1.5090685     0.060     0     4402667
M15      1     0      9766.8750000        0.0021167        5.8075101     0.060     0     4402656
M15      1     0      9817.0450000        0.0022140        5.9820506     0.060     0     4402656
M15      1     0      9866.9200000        0.0018202        5.2544489     0.060     0     4402656
M15      1     0      9917.1000000        0.0020574        5.7166786     0.060     0     4402656
M15      1     0      9967.0950000        0.0031923        8.7241295     0.060     0     4402656
M15      1     0     10016.8000000        0.0062626       16.6274518     0.060     0     4402656
M15      1     0     10066.9000000        0.0158537       41.3417004     0.060     0     4402656
M15      1     0     10117.0500000        0.0501518      100.0549213     0.060     0     4402656
M15      1     0     10167.0000000        0.1883687      167.0304714     0.060     0     4402656
M15      1     0     10217.1000000        0.6015948      283.1403526     0.060     0     4402656
M15      1     0     10266.9500000        0.9122825      602.1207245     0.060     0     4402656
M15      1     0     10316.9000000        0.9686552      800.9331992     0.060     0     4402656
M15      1     0     10367.1500000        1.0000000      667.6118940     0.060     0     4402656
M15      1     0     10417.1500000        0.9796211      508.3458259     0.060     0     4402656
M15      1     0     10466.9500000        0.9905974      971.8099496     0.060     0     4402656
M15      1     0     10517.1000000        0.9802912      583.8784047     0.060     0     4402656
M15      1     0     10567.0500000        0.9773801     1134.1341171     0.060     0     4402656
M15      1     0     10616.9000000        0.9628569      610.4793908     0.060     0     4402656
M15      1     0     10667.0500000        0.9431787      755.2496900     0.060     0     4402656
M15      1     0     10716.8000000        0.9117343      496.9673896     0.060     0     4402656
M15      1     0     10767.0500000        0.8782009      588.2155288     0.060     0     4402656
M15      1     0     10817.0000000        0.8541580      830.7131747     0.060     0     4402656
M15      1     0     10866.9000000        0.8135213      650.9119870     0.060     0     4402656
M15      1     0     10916.8500000        0.7956436      782.3916474     0.060     0     4402656
M15      1     0     10967.1000000        0.7457133      956.6529178     0.060     0     4402656
M15      1     0     11017.0500000        0.7275303      559.1927059     0.060     0     4402656
M15      1     0     11067.1000000        0.7223973      822.6397661     0.060     0     4402656
M15      1     0     11117.0500000        0.6557563      434.4525561     0.060     0     4402656
M15      1     0     11167.1000000        0.3949081      258.2646367     0.060     0     4402656
M15      1     0     11216.9500000        0.1463374      139.1335219     0.060     0     4402656
M15      1     0     11266.9500000        0.0466445       65.2394732     0.060     0     4402656
M15      1     0     11317.1000000        0.0164586       24.0219721     0.060     0     4402656
M15      1     0     11367.1500000        0.0065422        9.5080733     0.060     0     4402656
M15      1     0     11417.0000000        0.0029307        4.2349174     0.060     0     4402656
M15      1     0     11487.0500000        0.0010547        1.8852433     0.060     0     4402667
M15      1     0     11617.1000000        0.0002193        0.3986077     0.060     0     4402667
M15      1     0     11747.0000000        0.0000538        0.1279917     0.060     0     4402667
M15      1     0     11876.9500000       -0.0000053        0.0546947     0.060     1     4402667
M15      1     0     12007.0500000        0.0000045        0.0430923     0.060     1     4402668
M15      1     0     12137.0500000        0.0000044       -0.0170254     0.060     1     4402668
M15      1     0     12267.0000000       -0.0000023        0.0043359     0.060     1     4402668
M15      1     0     12397.1500000       -0.0000025        0.0321793     0.060     1     4402668
M15      1     0     12527.0500000       -0.0000034        0.0142783     0.060     1     4402668
M15      1     0     12656.9000000       -0.0000030        0.0311514     0.060     1     4402668
M15      1     0     12786.9500000        0.0000231        0.0118536     0.060     1     4402668
M15      1     0     12916.9000000        0.0000016        0.0239740     0.060     1     4402668
M15      1     0     13047.1500000        0.0000045        0.0134940     0.060     1     4402668
M15      1     0     13177.0000000        0.0000147       -0.0069881     0.060     1     4402668
M15      1     0     13307.0500000        0.0000158        0.0104385     0.060     1     4402668
M15      1     0     13437.1000000        0.0000197        0.0055381     0.060     1     4402668
M15      1     0     13567.1000000        0.0000161       -0.0047221     0.060     1     4402668
M15      1     0     13697.0500000        0.0000231       -0.0019968     0.060     1     4402668
M15      1     0     13827.0000000        0.0000153        0.0005578     0.060     1     4402668
M15      1     0     13957.0500000       -0.0000068        0.0131024     0.060     1     4402668
M15      1     0     14086.9500000        0.0000214       -0.0207378     0.060     1     4402668
M15      1     0     14216.9500000       -0.0000008        0.0366968     0.060     1     4402668
M15      1     0     14347.0000000       -0.0000068        0.0060962     0.060     1     4402668
M15      1     0     14477.1000000        0.0000096        0.0095280     0.060     1     4402668
M15      1     0     14607.0000000        0.0000195       -0.0018072     0.060     1     4402668
M15      1     0     14736.9000000        0.0000401        0.0075917     0.060     1     4402668
M15      1     0     14867.0500000        0.0000081        0.0348254     0.060     1     4402668
M15      1     0     14997.1000000        0.0000095        0.0077627     0.060     1     4402668
M15      1     0     15126.9500000       -0.0000021       -0.0062110     0.060     1     4402668
M15      1     0     15256.9500000        0.0000276        0.0185178     0.060     1     4402668
M15      1     0     15387.1000000        0.0000098        0.0018583     0.060     1     4402668
M15      1     0     15516.9500000       -0.0000090        0.0136372     0.060     1     4402668
M15      1     0     15647.1000000       -0.0000003        0.0326897     0.060     1     4402668
M15      1     0     15777.0000000        0.0000127        0.0304103     0.060     1     4402668
M15      1     0     15906.8500000        0.0000142        0.0027539     0.060     1     4402668
M15      1     0     16037.0500000       -0.0000031        0.0254327     0.060     1     4402668
M15      1     0     16166.8500000       -0.0000011        0.0353311     0.060     1     4402668
M15      2     0      1799.9950000       -0.0000189        0.0222909     0.140     1     4402814
M15      2     0      1816.0000000        0.0000324       -0.0218480     0.140     1     4402814
M15      2     0      1831.9900000        0.0000126       -0.0415066     0.140     1     4402814
M15      2     0      1848.0000000        0.0000082        0.0511668     0.140     1     4402814
M15      2     0      1863.9950000        0.0000040        0.0122719     0.140     1     4402814
M15      2     0      1879.9800000        0.0000141       -0.0152014     0.140     1     4402814
M15      2     0      1896.0050000        0.0000378        0.0061367     0.140     1     4402814
M15      2     0      1911.9950000       -0.0000050       -0.0135979     0.140     1     4402814
