#DAWG J2 VIIRS Band Average RSR Release V1 Band M16A                                                                                                                                 
#Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
#Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017                                                                                                
#Band     wvl_um        RSR                                                                                                                                                          
 M16A   10117.050   0.1000000E-09
 M16A   10247.100   0.1000000E-09
 M16A   10376.950   0.1000000E-09
 M16A   10507.000   0.1000000E-09
 M16A   10637.050   0.1000000E-09
 M16A   10767.050   0.8048183E-04
 M16A   10897.000   0.5915599E-03
 M16A   11027.200   0.1465537E-02
 M16A   11092.050   0.1433653E-02
 M16A   11157.150   0.1756585E-02
 M16A   11222.050   0.3044928E-02
 M16A   11286.850   0.7118371E-02
 M16A   11352.050   0.2344920E-01
 M16A   11417.000   0.1118777E+00
 M16A   11481.850   0.5297775E+00
 M16A   11546.950   0.9051119E+00
 M16A   11612.050   0.9210206E+00
 M16A   11677.100   0.9807582E+00
 M16A   11741.950   0.1000000E+01
 M16A   11807.050   0.9947680E+00
 M16A   11872.050   0.9867392E+00
 M16A   11937.000   0.9824792E+00
 M16A   12002.000   0.9450520E+00
 M16A   12067.000   0.8935168E+00
 M16A   12131.850   0.8532319E+00
 M16A   12197.050   0.8285118E+00
 M16A   12262.100   0.8208097E+00
 M16A   12326.950   0.7661530E+00
 M16A   12391.900   0.5439605E+00
 M16A   12457.100   0.2339208E+00
 M16A   12521.850   0.7521961E-01
 M16A   12587.050   0.2557477E-01
 M16A   12652.100   0.9707064E-02
 M16A   12716.950   0.4106676E-02
 M16A   12781.950   0.2036655E-02
 M16A   12846.850   0.9568005E-03
 M16A   12976.900   0.2459205E-03
 M16A   13106.900   0.4766900E-04
 M16A   13236.900   0.1000000E-09
 M16A   13366.950   0.1000000E-09
 M16A   13497.100   0.1000000E-09
 M16A   13627.000   0.1000000E-09
 M16A   13757.150   0.1000000E-09
 M16A   13886.900   0.1000000E-09
 M16A   14017.000   0.1000000E-09
 M16A   14146.950   0.1000000E-09
 M16A   14277.000   0.1000000E-09
 M16A   14407.000   0.1000000E-09
 M16A   14537.050   0.1000000E-09
 M16A   14666.950   0.1000000E-09
 M16A   14796.950   0.1000000E-09
 M16A   14927.000   0.1000000E-09
 M16A   15057.050   0.1000000E-09
 M16A   15187.000   0.1000000E-09
 M16A   15317.000   0.1000000E-09
 M16A   15447.000   0.1000000E-09
 M16A   15576.950   0.1000000E-09
 M16A   15706.950   0.1000000E-09
 M16A   15837.000   0.1000000E-09
 M16A   15967.050   0.1000000E-09
 M16A   16096.950   0.1000000E-09
