#DAWG J2 VIIRS Band Average RSR Release V1 Band M12                                                                                                                                  
#Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
#Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017                                                                                                
#Band     wvl_um        RSR                                                                                                                                                          
 M12     1000.010   0.1000000E-09
 M12     1015.995   0.1000000E-09
 M12     1032.000   0.1000000E-09
 M12     1048.015   0.1000000E-09
 M12     1064.000   0.1000000E-09
 M12     1079.995   0.1000000E-09
 M12     1096.000   0.1000000E-09
 M12     1111.995   0.1000000E-09
 M12     1128.000   0.1000000E-09
 M12     1144.010   0.1000000E-09
 M12     1160.010   0.1000000E-09
 M12     1176.005   0.1000000E-09
 M12     1192.005   0.1000000E-09
 M12     1208.005   0.1000000E-09
 M12     1224.000   0.1000000E-09
 M12     1239.990   0.1000000E-09
 M12     1256.005   0.1000000E-09
 M12     1272.010   0.1000000E-09
 M12     1288.000   0.1000000E-09
 M12     1304.000   0.1000000E-09
 M12     1320.015   0.1000000E-09
 M12     1336.005   0.1000000E-09
 M12     1352.010   0.1000000E-09
 M12     1368.000   0.1000000E-09
 M12     1383.995   0.1000000E-09
 M12     1400.020   0.1000000E-09
 M12     1416.000   0.1000000E-09
 M12     1432.005   0.1000000E-09
 M12     1447.990   0.1000000E-09
 M12     1464.005   0.1000000E-09
 M12     1479.985   0.1000000E-09
 M12     1495.990   0.1000000E-09
 M12     1511.985   0.1000000E-09
 M12     1528.015   0.1000000E-09
 M12     1543.995   0.1000000E-09
 M12     1559.995   0.1000000E-09
 M12     1575.980   0.1000000E-09
 M12     1592.005   0.1000000E-09
 M12     1608.010   0.1000000E-09
 M12     1623.995   0.1000000E-09
 M12     1640.005   0.1000000E-09
 M12     1656.005   0.1000000E-09
 M12     1672.000   0.1000000E-09
 M12     1688.010   0.1000000E-09
 M12     1704.000   0.1000000E-09
 M12     1720.010   0.1000000E-09
 M12     1735.985   0.1000000E-09
 M12     1751.995   0.1000000E-09
 M12     1768.010   0.1000000E-09
 M12     1783.995   0.1000000E-09
 M12     1799.995   0.1000000E-09
 M12     1816.000   0.1000000E-09
 M12     1831.990   0.1000000E-09
 M12     1848.000   0.1000000E-09
 M12     1863.995   0.1000000E-09
 M12     1879.980   0.1000000E-09
 M12     1896.005   0.1000000E-09
 M12     1911.995   0.1000000E-09
 M12     1928.010   0.1000000E-09
 M12     1943.995   0.1000000E-09
 M12     1960.005   0.1000000E-09
 M12     1976.000   0.1000000E-09
 M12     1992.010   0.1000000E-09
 M12     2008.000   0.1000000E-09
 M12     2023.990   0.1000000E-09
 M12     2039.995   0.1000000E-09
 M12     2055.980   0.1000000E-09
 M12     2072.005   0.1000000E-09
 M12     2088.000   0.1000000E-09
 M12     2104.000   0.1000000E-09
 M12     2120.005   0.1000000E-09
 M12     2135.990   0.1000000E-09
 M12     2151.995   0.1000000E-09
 M12     2167.985   0.1000000E-09
 M12     2184.005   0.1000000E-09
 M12     2200.000   0.1000000E-09
 M12     2216.000   0.1000000E-09
 M12     2232.005   0.1000000E-09
 M12     2248.005   0.1000000E-09
 M12     2264.000   0.1000000E-09
 M12     2280.005   0.1000000E-09
 M12     2296.000   0.1000000E-09
 M12     2311.985   0.1000000E-09
 M12     2327.995   0.1000000E-09
 M12     2343.995   0.1000000E-09
 M12     2359.990   0.1000000E-09
 M12     2375.990   0.1000000E-09
 M12     2391.995   0.1000000E-09
 M12     2407.995   0.1000000E-09
 M12     2424.010   0.1000000E-09
 M12     2434.000   0.1000000E-09
 M12     2449.995   0.1000000E-09
 M12     2465.995   0.1000000E-09
 M12     2482.010   0.1000000E-09
 M12     2498.010   0.1000000E-09
 M12     2514.015   0.1000000E-09
 M12     2530.000   0.1000000E-09
 M12     2546.000   0.1000000E-09
 M12     2562.005   0.1000000E-09
 M12     2577.995   0.1000000E-09
 M12     2593.995   0.1000000E-09
 M12     2610.000   0.1000000E-09
 M12     2626.005   0.1000000E-09
 M12     2642.000   0.1000000E-09
 M12     2658.000   0.1000000E-09
 M12     2673.990   0.1000000E-09
 M12     2690.005   0.1000000E-09
 M12     2706.000   0.1000000E-09
 M12     2721.995   0.1000000E-09
 M12     2738.005   0.1000000E-09
 M12     2754.000   0.1000000E-09
 M12     2769.995   0.1000000E-09
 M12     2786.010   0.1000000E-09
 M12     2801.990   0.1000000E-09
 M12     2817.995   0.1000000E-09
 M12     2833.995   0.1000000E-09
 M12     2850.000   0.1000000E-09
 M12     2866.005   0.1000000E-09
 M12     2882.000   0.1000000E-09
 M12     2898.000   0.1000000E-09
 M12     2914.000   0.1000000E-09
 M12     2930.010   0.1000000E-09
 M12     2969.080   0.1000000E-09
 M12     3023.000   0.1000000E-09
 M12     3077.035   0.1000000E-09
 M12     3130.970   0.1000000E-09
 M12     3185.045   0.1348615E-05
 M12     3238.985   0.6799791E-05
 M12     3293.075   0.1571073E-04
 M12     3346.945   0.3881994E-04
 M12     3401.070   0.1285847E-03
 M12     3454.960   0.5991820E-03
 M12     3480.225   0.1324526E-02
 M12     3486.775   0.1679347E-02
 M12     3493.465   0.2130912E-02
 M12     3499.950   0.2721794E-02
 M12     3506.575   0.3557904E-02
 M12     3513.215   0.4744912E-02
 M12     3519.880   0.6376767E-02
 M12     3526.335   0.8623938E-02
 M12     3533.030   0.1203846E-01
 M12     3539.610   0.1701676E-01
 M12     3546.205   0.2436691E-01
 M12     3552.795   0.3578090E-01
 M12     3559.375   0.5492752E-01
 M12     3565.950   0.8385644E-01
 M12     3572.630   0.1316357E+00
 M12     3579.175   0.2096495E+00
 M12     3585.815   0.3366540E+00
 M12     3592.430   0.5001493E+00
 M12     3599.025   0.7089434E+00
 M12     3605.595   0.8793173E+00
 M12     3612.250   0.9629951E+00
 M12     3618.770   0.9891666E+00
 M12     3625.490   0.9617031E+00
 M12     3631.970   0.9441833E+00
 M12     3638.650   0.9110289E+00
 M12     3645.205   0.9195213E+00
 M12     3651.860   0.9312343E+00
 M12     3658.400   0.9443771E+00
 M12     3664.945   0.9467289E+00
 M12     3671.600   0.9583237E+00
 M12     3678.155   0.9705300E+00
 M12     3684.730   0.9734193E+00
 M12     3691.320   0.9790900E+00
 M12     3697.925   0.9686676E+00
 M12     3704.555   0.9688978E+00
 M12     3711.100   0.9704966E+00
 M12     3717.780   0.9592195E+00
 M12     3724.370   0.9505280E+00
 M12     3730.980   0.9730144E+00
 M12     3737.610   0.9922247E+00
 M12     3744.255   0.1000000E+01
 M12     3750.695   0.9946060E+00
 M12     3757.365   0.9877827E+00
 M12     3763.920   0.9346613E+00
 M12     3770.590   0.8323143E+00
 M12     3777.145   0.6889030E+00
 M12     3783.800   0.5415284E+00
 M12     3790.330   0.4208138E+00
 M12     3797.070   0.2960373E+00
 M12     3803.565   0.2138463E+00
 M12     3810.155   0.1532599E+00
 M12     3816.825   0.1122590E+00
 M12     3823.360   0.7978260E-01
 M12     3829.980   0.6034422E-01
 M12     3836.580   0.4383558E-01
 M12     3843.150   0.3363867E-01
 M12     3849.805   0.2530002E-01
 M12     3856.340   0.1948867E-01
 M12     3862.970   0.1499276E-01
 M12     3869.585   0.1191988E-01
 M12     3876.300   0.9510444E-02
 M12     3882.805   0.7507574E-02
 M12     3889.420   0.6194212E-02
 M12     3895.940   0.5057841E-02
 M12     3902.680   0.4235110E-02
 M12     3909.230   0.3509908E-02
 M12     3915.795   0.3020746E-02
 M12     3922.380   0.2468003E-02
 M12     3929.000   0.2134126E-02
 M12     3935.635   0.1801837E-02
 M12     3940.985   0.1775735E-02
 M12     3942.185   0.1555461E-02
 M12     3948.860   0.1361360E-02
 M12     3955.455   0.1150280E-02
 M12     3994.965   0.5637713E-03
 M12     4048.970   0.2175618E-03
 M12     4103.060   0.1043601E-03
 M12     4157.000   0.6656107E-04
 M12     4211.040   0.3397375E-04
 M12     4265.000   0.6648545E-05
 M12     4319.005   0.3938712E-05
 M12     4373.070   0.1550277E-05
 M12     4426.990   0.5167590E-06
 M12     4480.965   0.1000000E-09
 M12     4534.985   0.1000000E-09
 M12     4589.035   0.1000000E-09
 M12     4643.055   0.1000000E-09
 M12     4696.945   0.1000000E-09
 M12     4751.035   0.1000000E-09
 M12     4804.965   0.1000000E-09
 M12     4858.995   0.1000000E-09
 M12     4913.050   0.1000000E-09
 M12     4967.010   0.1000000E-09
 M12     5021.065   0.1000000E-09
 M12     5074.995   0.1000000E-09
 M12     5129.085   0.1000000E-09
 M12     5183.025   0.1000000E-09
 M12     5236.985   0.1000000E-09
 M12     5290.955   0.1000000E-09
 M12     5344.980   0.1000000E-09
 M12     5398.965   0.1000000E-09
 M12     5453.035   0.1000000E-09
 M12     5507.005   0.1000000E-09
 M12     5562.020   0.1000000E-09
 M12     5627.020   0.1000000E-09
 M12     5692.000   0.1000000E-09
 M12     5756.970   0.1000000E-09
 M12     5822.025   0.1000000E-09
 M12     5886.990   0.1000000E-09
 M12     5952.030   0.1000000E-09
 M12     6017.020   0.1000000E-09
 M12     6082.015   0.1000000E-09
 M12     6146.950   0.1000000E-09
 M12     6212.020   0.1000000E-09
 M12     6277.000   0.1000000E-09
 M12     6341.940   0.1000000E-09
 M12     6407.055   0.1000000E-09
 M12     6472.010   0.1000000E-09
 M12     6536.990   0.1000000E-09
 M12     6602.010   0.1000000E-09
 M12     6666.990   0.1000000E-09
 M12     6732.015   0.1000000E-09
 M12     6796.985   0.1000000E-09
 M12     6861.935   0.1000000E-09
 M12     6926.980   0.1000000E-09
 M12     6992.000   0.1000000E-09
 M12     7057.040   0.1000000E-09
 M12     7122.090   0.1000000E-09
 M12     7186.975   0.1000000E-09
