#DAWG J2 VIIRS Band Average RSR Release V1 Band M15 
#Based upon VCST August 7, 2018 RSR Analysis                                                        
#Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2018               
#Band     wvl_um        RSR                                                                         
 M15    9866.920    0.1894340E-02 
 M15    9917.100    0.2191734E-02 
 M15    9967.095    0.3338815E-02 
 M15   10016.800    0.6686827E-02 
 M15   10066.900    0.1697545E-01 
 M15   10117.050    0.5303791E-01 
 M15   10167.000    0.1990487E+00 
 M15   10217.100    0.6017629E+00 
 M15   10266.950    0.8841413E+00 
 M15   10316.900    0.9376082E+00 
 M15   10367.150    0.9707427E+00 
 M15   10417.150    0.9787793E+00 
 M15   10466.950    0.9845026E+00 
 M15   10517.100    0.9918575E+00 
 M15   10567.050    0.1000000E+01 
 M15   10616.900    0.9979025E+00 
 M15   10667.050    0.9934790E+00 
 M15   10716.800    0.9664091E+00 
 M15   10767.050    0.9380751E+00 
 M15   10817.000    0.9058991E+00 
 M15   10866.900    0.8668822E+00 
 M15   10916.850    0.8276520E+00 
 M15   10967.100    0.7810627E+00 
 M15   11017.050    0.7475471E+00 
 M15   11067.100    0.7335845E+00 
 M15   11117.050    0.6430381E+00 
 M15   11167.100    0.3755877E+00 
 M15   11216.950    0.1369897E+00 
 M15   11266.950    0.4409607E-01 
 M15   11317.100    0.1581395E-01 
 M15   11367.150    0.6429115E-02 
 M15   11417.000    0.2959673E-02 
 M15   11487.050    0.1082772E-02 
 M15   11617.100    0.2600043E-03 
 M15   11747.000    0.6204699E-04 
 M15   11876.950    0.1000000E-09 
 M15   12007.050    0.1000000E-09 
 M15   12137.050    0.1000000E-09 
 M15   12267.000    0.1000000E-09 
 M15   12397.150    0.1000000E-09 
 M15   12527.050    0.1000000E-09 
 M15   12656.900    0.1000000E-09 
 M15   12786.950    0.1000000E-09 
 M15   12916.900    0.1000000E-09 
 M15   13047.150    0.1000000E-09 
 M15   13177.000    0.1000000E-09 
 M15   13307.050    0.1000000E-09 
 M15   13437.100    0.1000000E-09 
 M15   13567.100    0.1000000E-09 
 M15   13697.050    0.1000000E-09 
 M15   13827.000    0.1000000E-09 
 M15   13957.050    0.1000000E-09 
 M15   14086.950    0.1000000E-09 
 M15   14216.950    0.1000000E-09 
 M15   14347.000    0.1000000E-09 
 M15   14477.100    0.1000000E-09 
 M15   14607.000    0.1000000E-09 
 M15   14736.900    0.1000000E-09 
 M15   14867.050    0.1000000E-09 
 M15   14997.100    0.1000000E-09 
 M15   15126.950    0.1000000E-09 
 M15   15256.950    0.1000000E-09 
 M15   15387.100    0.1000000E-09 
 M15   15516.950    0.1000000E-09 
 M15   15647.100    0.1000000E-09 
 M15   15777.000    0.1000000E-09 
 M15   15906.850    0.1000000E-09 
 M15   16037.050    0.1000000E-09 
 M15   16166.850    0.1000000E-09 
