%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band  DNBMGS
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Wavelength data subsampled to reduce number of data points to less than 1000 to meet LUT limits
%Band   wvl_nm         RSR
 DNBM   651.28200   0.9778911
 DNBM   651.77100   0.9784034
 DNBM   652.27500   0.9796950
 DNBM   652.77400   0.9797882
 DNBM   653.25700   0.9789083
 DNBM   653.74500   0.9777894
 DNBM   654.24400   0.9781207
 DNBM   654.76700   0.9792723
 DNBM   655.26100   0.9807859
 DNBM   655.75100   0.9820559
 DNBM   656.26600   0.9835945
 DNBM   656.78900   0.9841808
 DNBM   657.26400   0.9842717
 DNBM   657.78200   0.9853000
 DNBM   658.28100   0.9873054
 DNBM   658.81800   0.9896881
 DNBM   658.92100   0.9894191
 DNBM   659.35200   0.9901770
 DNBM   659.85400   0.9905720
 DNBM   660.35700   0.9896676
 DNBM   660.86600   0.9882654
 DNBM   661.36600   0.9874695
 DNBM   661.88100   0.9879804
 DNBM   662.36900   0.9891202
 DNBM   662.84400   0.9893033
 DNBM   663.36300   0.9887751
 DNBM   663.87500   0.9872128
 DNBM   664.30100   0.9865137
 DNBM   664.35500   1.0000000
 DNBM   664.85700   0.9860168
 DNBM   665.35700   0.9877343
 DNBM   665.83400   0.9882820
 DNBM   666.34000   0.9889104
 DNBM   666.82900   0.9882027
 DNBM   667.35300   0.9862455
 DNBM   667.84200   0.9835058
 DNBM   668.31600   0.9812282
 DNBM   668.85300   0.9794103
 DNBM   669.32900   0.9779996
 DNBM   669.82000   0.9763610
 DNBM   670.33000   0.9735482
 DNBM   670.81700   0.9704856
 DNBM   671.32100   0.9669053
 DNBM   671.82400   0.9643736
 DNBM   672.32600   0.9630429
 DNBM   672.86300   0.9638472
 DNBM   673.33000   0.9638393
 DNBM   673.86600   0.9649792
 DNBM   674.34400   0.9648353
 DNBM   674.83500   0.9645262
 DNBM   675.32400   0.9643574
 DNBM   675.84000   0.9648422
 DNBM   676.34600   0.9659793
