%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band      I3
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Band   wvl_nm         RSR
   I3   989.99800   1.0000000E-10
   I3  1001.98500   1.0000000E-10
   I3  1013.99000   1.0000000E-10
   I3  1025.99000   1.0000000E-10
   I3  1038.00000   1.0000000E-10
   I3  1050.01500   1.0000000E-10
   I3  1061.98500   1.0000000E-10
   I3  1074.01500   1.0000000E-10
   I3  1086.00000   1.0000000E-10
   I3  1098.01000   1.0000000E-10
   I3  1110.00500   1.0000000E-10
   I3  1122.01000   1.0000000E-10
   I3  1133.98500   1.0000000E-10
   I3  1145.99500   1.0000000E-10
   I3  1157.97500   1.0000000E-10
   I3  1169.99500   1.0000000E-10
   I3  1182.00500   1.0000000E-10
   I3  1194.00000   1.0000000E-10
   I3  1206.00500   1.0000000E-10
   I3  1218.01000   1.0000000E-10
   I3  1229.99000   1.0000000E-10
   I3  1242.01500   1.0000000E-10
   I3  1254.01000   1.0000000E-10
   I3  1265.99000   1.0000000E-10
   I3  1277.99500   1.0000000E-10
   I3  1290.01000   1.0000000E-10
   I3  1302.00500   1.0000000E-10
   I3  1314.00000   1.0000000E-10
   I3  1326.00500   1.0000000E-10
   I3  1337.99500   1.0000000E-10
   I3  1350.00500   1.0000000E-10
   I3  1362.01000   1.0000000E-10
   I3  1373.99000   1.0000000E-10
   I3  1386.00500   1.0000000E-10
   I3  1397.99500   1.1447180E-06
   I3  1410.01000   1.5897120E-06
   I3  1415.69600   3.2700000E-05
   I3  1417.12600   4.2100000E-05
   I3  1420.10200   4.0700000E-05
   I3  1421.79500   4.8300000E-05
   I3  1423.36300   4.2200000E-05
   I3  1426.94100   4.8000000E-05
   I3  1428.89700   4.8600000E-05
   I3  1430.62400   4.6600000E-05
   I3  1433.66400   5.5700000E-05
   I3  1434.86800   4.9400000E-05
   I3  1438.80100   5.1400000E-05
   I3  1441.26400   5.9100000E-05
   I3  1443.88700   5.0600000E-05
   I3  1445.18800   4.9400000E-05
   I3  1449.13600   5.4700000E-05
   I3  1450.43400   5.2300000E-05
   I3  1454.55200   5.4800000E-05
   I3  1458.79200   5.2300000E-05
   I3  1461.67200   5.7000000E-05
   I3  1461.72600   5.3000000E-05
   I3  1463.14200   6.1900000E-05
   I3  1464.61900   5.7800000E-05
   I3  1466.13300   6.1300000E-05
   I3  1467.64600   7.0600000E-05
   I3  1469.24800   7.4600000E-05
   I3  1470.76500   8.0700000E-05
   I3  1472.45800   7.2800000E-05
   I3  1474.00400   9.0100000E-05
   I3  1475.47700   8.7800000E-05
   I3  1477.20100   9.1400000E-05
   I3  1478.94500   9.5400000E-05
   I3  1482.05100   9.8900000E-05
   I3  1482.38100   0.0001077
   I3  1484.16500   0.0001145
   I3  1486.10000   0.0001066
   I3  1488.03400   0.0001255
   I3  1489.84400   0.0001260
   I3  1491.69600   0.0001376
   I3  1493.23900   0.0001489
   I3  1494.75100   0.0001447
   I3  1496.38500   0.0001449
   I3  1499.81600   0.0001952
   I3  1500.07100   0.0001937
   I3  1501.59500   0.0002057
   I3  1503.14400   0.0002124
   I3  1504.75300   0.0002406
   I3  1507.67200   0.0002806
   I3  1509.36900   0.0002961
   I3  1510.82100   0.0003198
   I3  1512.39400   0.0003604
   I3  1513.61300   0.0004027
   I3  1513.75700   0.0003973
   I3  1513.84100   0.0003849
   I3  1513.95100   0.0004097
   I3  1514.32800   0.0004137
   I3  1515.03600   0.0004295
   I3  1515.54000   0.0004551
   I3  1515.75300   0.0004577
   I3  1516.57400   0.0004967
   I3  1517.07300   0.0005083
   I3  1517.22200   0.0005281
   I3  1518.06000   0.0005387
   I3  1518.65800   0.0005715
   I3  1518.71400   0.0005740
   I3  1519.58200   0.0006274
   I3  1520.17900   0.0006681
   I3  1520.31200   0.0006591
   I3  1520.95200   0.0006930
   I3  1521.70800   0.0007543
   I3  1522.53500   0.0007972
   I3  1523.32000   0.0008482
   I3  1524.24200   0.0009305
   I3  1524.98600   0.0009721
   I3  1525.71000   0.0010596
   I3  1526.70800   0.0011710
   I3  1527.37900   0.0012337
   I3  1528.29700   0.0013428
   I3  1529.01800   0.0014298
   I3  1529.86200   0.0015850
   I3  1530.77100   0.0017137
   I3  1531.50900   0.0018452
   I3  1532.40100   0.0019917
   I3  1533.20200   0.0021756
   I3  1534.09700   0.0023757
   I3  1534.97600   0.0025999
   I3  1535.87500   0.0028526
   I3  1536.74700   0.0030865
   I3  1537.65000   0.0034149
   I3  1538.67100   0.0037372
   I3  1539.58700   0.0040884
   I3  1540.46500   0.0045139
   I3  1541.45900   0.0049914
   I3  1542.39300   0.0054607
   I3  1543.27000   0.0059456
   I3  1544.25700   0.0066037
   I3  1545.48200   0.0074509
   I3  1546.75100   0.0083791
   I3  1547.97600   0.0094367
   I3  1549.07800   0.0104912
   I3  1550.34600   0.0119045
   I3  1551.45200   0.0133012
   I3  1552.66900   0.0149092
   I3  1553.80900   0.0166932
   I3  1554.90600   0.0187680
   I3  1555.95100   0.0208648
   I3  1557.07500   0.0234087
   I3  1558.13300   0.0261567
   I3  1559.26200   0.0295129
   I3  1560.28000   0.0330293
   I3  1561.39700   0.0373164
   I3  1562.49400   0.0418562
   I3  1563.48400   0.0471825
   I3  1564.54400   0.0534743
   I3  1565.53600   0.0607045
   I3  1566.65300   0.0691116
   I3  1567.63500   0.0789097
   I3  1568.77200   0.0915584
   I3  1569.85200   0.1061263
   I3  1570.88500   0.1216027
   I3  1571.03200   0.1241804
   I3  1571.10900   0.1255624
   I3  1571.43300   0.1312145
   I3  1571.89400   0.1404115
   I3  1572.05600   0.1439712
   I3  1572.99400   0.1630327
   I3  1573.05200   0.1647636
   I3  1574.01200   0.1888424
   I3  1574.03000   0.1891967
   I3  1575.05200   0.2203913
   I3  1575.12600   0.2219701
   I3  1576.10100   0.2544594
   I3  1577.12600   0.2923267
   I3  1577.17300   0.2946213
   I3  1578.33100   0.3441254
   I3  1579.31600   0.3912369
   I3  1580.41500   0.4473514
   I3  1581.45500   0.5047530
   I3  1582.57900   0.5695229
   I3  1583.60100   0.6274384
   I3  1584.64500   0.6888707
   I3  1585.76900   0.7539785
   I3  1586.83300   0.8014123
   I3  1587.91600   0.8485846
   I3  1588.97000   0.8902684
   I3  1590.04900   0.9235932
   I3  1591.06400   0.9469420
