%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band      M2
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Band   wvl_nm         RSR
   M2   344.00700   1.0000000E-10
   M2   349.50200   1.0000000E-10
   M2   355.00250   1.0000000E-10
   M2   360.50350   1.0000000E-10
   M2   366.00500   1.0000000E-10
   M2   371.49950   1.0000000E-10
   M2   377.00150   1.0000000E-10
   M2   382.49850   1.0000000E-10
   M2   387.99750   1.0000000E-10
   M2   393.49250   1.0000000E-10
   M2   397.46000   0.0002005
   M2   397.54800   0.0002428
   M2   397.79600   0.0002817
   M2   397.96200   0.0002119
   M2   398.03400   0.0002499
   M2   398.29000   0.0002668
   M2   398.46400   0.0002165
   M2   398.52500   0.0002752
   M2   398.75900   0.0002638
   M2   398.98600   0.0003109
   M2   398.98900   0.0002790
   M2   399.21000   0.0003133
   M2   399.43100   0.0003519
   M2   399.58600   0.0003503
   M2   399.65800   0.0003412
   M2   399.84000   0.0003160
   M2   399.86800   0.0003626
   M2   400.10300   0.0003892
   M2   400.29900   0.0003360
   M2   400.33100   0.0003948
   M2   400.51200   0.0004166
   M2   400.78200   0.0003400
   M2   400.80700   0.0003771
   M2   401.26600   0.0003635
   M2   401.74000   0.0003525
   M2   402.23800   0.0003707
   M2   402.74800   0.0003864
   M2   403.24400   0.0003751
   M2   403.71200   0.0003673
   M2   403.80700   0.0003644
   M2   403.93600   0.0003796
   M2   404.29600   0.0003920
   M2   404.80600   0.0003894
   M2   405.36900   0.0003768
   M2   405.95200   0.0003910
   M2   406.55000   0.0003906
   M2   407.14900   0.0003805
   M2   407.74900   0.0003843
   M2   408.12400   0.0003957
   M2   408.61500   0.0003910
   M2   409.13700   0.0003880
   M2   409.38800   0.0003784
   M2   409.64900   0.0003740
   M2   410.12600   0.0003740
   M2   410.34800   0.0003604
   M2   410.80700   0.0003574
   M2   411.24100   0.0003548
   M2   411.67300   0.0003641
   M2   412.11100   0.0003772
   M2   412.56500   0.0003795
   M2   413.00900   0.0003986
   M2   413.46400   0.0004068
   M2   413.68100   0.0004060
   M2   413.93900   0.0004194
   M2   414.11100   0.0004215
   M2   414.29400   0.0004202
   M2   414.81100   0.0004107
   M2   414.95300   0.0003922
   M2   415.35500   0.0004094
   M2   415.48700   0.0004035
   M2   415.93400   0.0004129
   M2   416.16100   0.0004075
   M2   416.56600   0.0003933
   M2   417.08700   0.0004069
   M2   417.59700   0.0004089
   M2   417.66500   0.0004252
   M2   417.68400   0.0004287
   M2   417.79200   0.0004467
   M2   418.09400   0.0004267
   M2   418.31800   0.0004367
   M2   418.32600   0.0004477
   M2   418.44500   0.0004424
   M2   418.60100   0.0004344
   M2   418.98600   0.0004282
   M2   419.00100   0.0004332
   M2   419.07100   0.0004425
   M2   419.20900   0.0004151
   M2   419.55500   0.0003967
   M2   419.64400   0.0004151
   M2   419.64600   0.0004102
   M2   420.03900   0.0003504
   M2   420.04900   0.0003717
   M2   420.05000   0.0003589
   M2   420.18700   0.0003723
   M2   420.26900   0.0003418
   M2   420.30900   0.0003745
   M2   420.36600   0.0003755
   M2   420.37300   0.0003854
   M2   420.37500   0.0003299
   M2   420.38900   0.0003533
   M2   420.39200   0.0003440
   M2   420.41400   0.0003303
   M2   420.41600   0.0003464
   M2   420.42800   0.0003057
   M2   420.44200   0.0003176
   M2   420.44500   0.0003489
   M2   420.48100   0.0003157
   M2   420.51800   0.0003187
   M2   420.58500   0.0002871
   M2   420.90200   0.0002545
   M2   421.32100   0.0001910
   M2   421.73400   0.0001645
   M2   422.19200   0.0002197
   M2   422.19300   0.0001481
   M2   422.53300   0.0001823
   M2   422.54300   0.0001526
   M2   422.70300   0.0001500
   M2   423.01000   0.0001587
   M2   423.22000   0.0001537
   M2   423.50600   0.0001544
   M2   423.77500   0.0001556
   M2   424.11800   0.0001506
   M2   424.36800   0.0001425
   M2   424.80200   0.0001599
   M2   424.97600   0.0001553
   M2   425.37100   0.0001666
   M2   425.55200   0.0001740
   M2   425.94100   0.0001734
   M2   426.11600   0.0001627
   M2   426.46300   0.0001721
   M2   426.65800   0.0001724
   M2   426.99700   0.0001845
   M2   427.18300   0.0001768
   M2   427.48400   0.0001785
   M2   427.68400   0.0001746
   M2   427.98600   0.0001886
   M2   428.17100   0.0001794
   M2   428.47200   0.0002039
   M2   428.66500   0.0001898
   M2   428.95500   0.0002110
   M2   429.17300   0.0002163
   M2   429.44800   0.0002241
   M2   429.69600   0.0002425
   M2   429.93500   0.0002436
   M2   430.20100   0.0002508
   M2   430.40900   0.0002702
   M2   430.60600   0.0002770
   M2   430.71100   0.0002993
   M2   430.87600   0.0003225
   M2   431.36400   0.0003799
   M2   431.83000   0.0004705
   M2   432.34500   0.0006196
   M2   432.53500   0.0006732
   M2   432.96700   0.0009961
   M2   433.14600   0.0010963
   M2   433.16600   0.0011385
   M2   433.39100   0.0015237
   M2   433.56800   0.0017802
   M2   433.92800   0.0030642
   M2   433.97000   0.0036200
   M2   433.97400   0.0033415
   M2   434.52600   0.0105308
   M2   434.53200   0.0108168
   M2   434.59500   0.0135007
   M2   434.77100   0.0191592
   M2   435.13300   0.0505863
   M2   435.37900   0.0833284
   M2   435.38800   0.0847789
   M2   435.39500   0.0854923
   M2   435.59000   0.1429777
   M2   435.68000   0.1600870
   M2   436.01800   0.3226754
   M2   436.04800   0.3376530
   M2   436.17600   0.3858192
   M2   436.36700   0.4810236
   M2   436.44900   0.5426786
   M2   436.66900   0.6242823
   M2   436.79700   0.6710533
   M2   436.91200   0.7134453
   M2   437.21800   0.7481051
   M2   437.22500   0.7495729
   M2   437.25000   0.7488225
   M2   437.58200   0.7157435
   M2   437.69900   0.6978690
   M2   437.71100   0.7014346
   M2   437.72600   0.6981141
   M2   438.06000   0.6646881
   M2   438.33300   0.6748055
   M2   438.57700   0.7050094
   M2   438.83000   0.7472496
   M2   439.06200   0.7867328
   M2   439.09000   0.7946882
   M2   439.27500   0.8173448
   M2   439.49200   0.8439545
   M2   439.61800   0.8507213
   M2   439.64600   0.8523953
   M2   439.89200   0.8689565
   M2   439.92500   0.8659083
   M2   440.36900   0.8850044
   M2   440.83400   0.8984845
   M2   441.30900   0.8982756
   M2   441.77000   0.8810107
   M2   442.27800   0.8653241
   M2   442.81400   0.8723381
   M2   443.40400   0.9064381
   M2   443.86100   0.9452592
   M2   444.00300   0.9543023
   M2   444.45100   0.9859227
   M2   444.98300   1.0000000
   M2   445.47200   0.9846345
   M2   445.84200   0.9544106
   M2   445.98600   0.9422731
   M2   446.20700   0.9263121
   M2   446.38600   0.9099314
   M2   446.68400   0.8956074
   M2   447.14800   0.8910346
   M2   447.59900   0.9124563
   M2   448.04100   0.9461796
   M2   448.50400   0.9753789
   M2   448.96300   0.9825363
   M2   449.07000   0.9801516
   M2   449.66800   0.9388494
   M2   449.90200   0.9250114
   M2   450.40900   0.8911747
   M2   450.84300   0.8760448
   M2   450.92600   0.8791120
   M2   450.96100   0.8749598
   M2   451.27400   0.8732614
   M2   451.31200   0.8727749
   M2   451.44000   0.8751512
   M2   451.71100   0.8628336
   M2   451.74400   0.8614151
   M2   451.77000   0.8599665
   M2   451.97500   0.8505742
   M2   452.15800   0.8254676
   M2   452.37400   0.7915216
   M2   452.42800   0.7757182
   M2   452.56300   0.7603194
   M2   452.63700   0.7336138
   M2   452.67600   0.7244095
   M2   452.68900   0.7216943
   M2   452.89600   0.6624371
   M2   453.08600   0.5949293
   M2   453.18000   0.5712891
   M2   453.20600   0.5617512
   M2   453.30600   0.5256375
   M2   453.31200   0.5234275
   M2   453.46700   0.4670067
   M2   453.74600   0.3537157
   M2   453.76000   0.3326444
   M2   454.02400   0.2441397
   M2   454.11100   0.2131716
   M2   454.17100   0.1943908
   M2   454.26500   0.1659627
   M2   454.30700   0.1558783
   M2   454.41100   0.1235441
   M2   454.59100   0.0976934
   M2   454.87800   0.0640075
   M2   454.91400   0.0614203
   M2   455.03300   0.0503595
   M2   455.09800   0.0478314
   M2   455.42900   0.0330462
   M2   455.56600   0.0271656
   M2   455.72400   0.0237228
   M2   455.94500   0.0188825
   M2   456.06900   0.0156825
   M2   456.23100   0.0136450
   M2   456.50100   0.0099531
   M2   456.55600   0.0088220
   M2   456.72700   0.0073458
   M2   456.98100   0.0054300
   M2   457.01500   0.0049606
   M2   457.50000   0.0030358
   M2   457.96800   0.0019532
   M2   458.43900   0.0011965
   M2   458.91400   0.0005617
   M2   459.40200   0.0002189
   M2   459.88600   0.0002033
   M2   460.04500   0.0002274
   M2   460.04800   0.0002073
