%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band      M3
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Band   wvl_nm         RSR
   M3   350.00550   1.0000000E-10
   M3   355.50050   1.0000000E-10
   M3   360.99950   1.0000000E-10
   M3   366.50400   1.0000000E-10
   M3   372.00300   1.0000000E-10
   M3   377.50350   1.0000000E-10
   M3   382.99550   1.0000000E-10
   M3   388.50450   1.0000000E-10
   M3   393.98950   1.0000000E-10
   M3   399.51000   1.0000000E-10
   M3   405.00450   1.0000000E-10
   M3   410.50100   1.0000000E-10
   M3   415.99750   1.0000000E-10
   M3   421.50850   1.0000000E-10
   M3   426.99950   1.0000000E-10
   M3   432.50400   1.0000000E-10
   M3   437.99900   1.0000000E-10
   M3   443.49450   3.7687500E-06
   M3   449.00800   7.3500000E-06
   M3   454.00700   8.4437500E-06
   M3   458.00400   1.0631250E-05
   M3   461.98900   1.7906250E-05
   M3   466.00000   3.0618750E-05
   M3   469.52500   0.0001660
   M3   469.57200   0.0001700
   M3   470.27000   0.0001925
   M3   470.75900   0.0002138
   M3   471.20400   0.0002672
   M3   471.64800   0.0002962
   M3   471.80500   0.0003345
   M3   472.34000   0.0003631
   M3   472.89800   0.0004102
   M3   473.62300   0.0006023
   M3   474.31700   0.0010886
   M3   474.54300   0.0014432
   M3   474.66500   0.0015721
   M3   475.31900   0.0035873
   M3   476.07300   0.0097091
   M3   476.38100   0.0150994
   M3   476.40600   0.0159980
   M3   476.70500   0.0269692
   M3   476.90000   0.0395606
   M3   477.00800   0.0495622
   M3   477.25200   0.0831836
   M3   477.43700   0.1180239
   M3   477.57000   0.1622389
   M3   477.71400   0.2125043
   M3   477.81900   0.2533980
   M3   477.83100   0.2549793
   M3   477.88400   0.2777464
   M3   477.98400   0.3214557
   M3   478.10700   0.3941924
   M3   478.58500   0.6520323
   M3   478.77500   0.7427721
   M3   478.82700   0.7629777
   M3   478.97400   0.8153694
   M3   479.18500   0.8573299
   M3   479.25200   0.8648298
   M3   479.39100   0.8678371
   M3   479.59200   0.8664406
   M3   479.64500   0.8680821
   M3   479.80400   0.8649426
   M3   480.00000   0.8642852
   M3   480.05900   0.8653926
   M3   480.20300   0.8667163
   M3   480.21600   0.8690056
   M3   480.39100   0.8702580
   M3   480.47400   0.8726452
   M3   480.59500   0.8746201
   M3   480.77100   0.8779746
   M3   480.87100   0.8803185
   M3   480.98700   0.8814220
   M3   481.18200   0.8838398
   M3   481.30300   0.8825727
   M3   481.38200   0.8860144
   M3   481.58900   0.8882320
   M3   481.65700   0.8864274
   M3   481.71500   0.8898768
   M3   481.74600   0.8875461
   M3   481.81500   0.8911257
   M3   481.81800   0.8919084
   M3   482.06700   0.8958561
   M3   482.60300   0.9097863
   M3   482.86900   0.9199405
   M3   483.23600   0.9311708
   M3   483.53800   0.9410997
   M3   483.54600   0.9440676
   M3   483.83800   0.9493920
   M3   484.10000   0.9546657
   M3   484.26400   0.9598805
   M3   484.36600   0.9578180
   M3   484.48300   0.9552495
   M3   484.48800   0.9553143
   M3   484.50100   0.9585824
   M3   484.50200   0.9585739
   M3   484.53500   0.9615947
   M3   484.54700   0.9626244
   M3   484.86500   0.9617904
   M3   485.33900   0.9589598
   M3   486.07800   0.9565015
   M3   486.77200   0.9590262
   M3   487.43600   0.9623320
   M3   487.90300   0.9636805
   M3   488.37500   0.9648972
   M3   488.40500   0.9643823
   M3   488.86300   0.9621451
