%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band      M6
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Band   wvl_nm         RSR
   M6   834.49900   1.0000000E-10
   M6   838.56100   5.1000000E-06
   M6   841.53400   5.9000000E-06
   M6   842.22400   5.5000000E-06
   M6   843.31400   4.8000000E-06
   M6   844.43600   6.4000000E-06
   M6   845.19200   6.4000000E-06
   M6   845.67500   1.7200000E-05
   M6   846.32000   1.4800000E-05
   M6   846.34900   4.6000000E-06
   M6   846.87200   1.4600000E-05
   M6   847.41200   1.4200000E-05
   M6   847.96500   1.6900000E-05
   M6   848.14800   1.3700000E-05
   M6   848.70400   1.6100000E-05
   M6   849.25500   1.8200000E-05
   M6   849.82400   2.1500000E-05
   M6   850.45300   1.6500000E-05
   M6   850.99000   1.8700000E-05
   M6   851.54900   2.2100000E-05
   M6   861.38700   1.3200000E-05
   M6   869.37900   1.3300000E-05
   M6   873.09600   1.3800000E-05
   M6   873.72200   1.6600000E-05
   M6   873.82300   1.4700000E-05
   M6   874.40500   1.8800000E-05
   M6   874.98900   1.3300000E-05
   M6   875.16000   1.4100000E-05
   M6   876.38900   1.6200000E-05
   M6   878.28900   1.3900000E-05
   M6   879.67000   1.3900000E-05
   M6   881.44600   1.7100000E-05
   M6   882.74900   1.6100000E-05
   M6   883.33200   1.7300000E-05
   M6   883.99600   2.7000000E-05
   M6   884.62600   2.5000000E-05
   M6   884.77400   2.1300000E-05
   M6   885.37000   2.6400000E-05
   M6   885.94900   2.7600000E-05
   M6   886.56800   3.3500000E-05
   M6   887.24600   2.7300000E-05
   M6   887.90300   2.6100000E-05
   M6   888.58800   2.1200000E-05
   M6   889.16700   2.7100000E-05
   M6   889.25900   1.5600000E-05
   M6   889.34600   1.9700000E-05
   M6   889.91700   1.8300000E-05
   M6   890.50400   1.9600000E-05
   M6   890.53100   1.5400000E-05
   M6   890.64500   2.0900000E-05
   M6   891.23500   1.7600000E-05
   M6   891.25100   1.5300000E-05
   M6   892.51300   1.2100000E-05
   M6   893.23300   1.2800000E-05
   M6   894.54100   9.7000000E-06
   M6   895.24300   1.1400000E-05
   M6   896.58800   1.0100000E-05
   M6   897.22900   1.1400000E-05
   M6   898.48300   1.2700000E-05
   M6   899.11600   1.4200000E-05
   M6   899.24500   1.0000000E-05
   M6   900.15000   1.3100000E-05
   M6   901.26000   1.6300000E-05
   M6   902.51900   1.4800000E-05
   M6   903.26400   1.5800000E-05
   M6   903.27000   1.7400000E-05
   M6   904.20500   1.4700000E-05
   M6   904.52100   1.4500000E-05
