#DAWG J2 VIIRS Band Average RSR Release V1 Band I4  
#Based upon VCST August 7, 2018 RSR Analysis                                                        
#Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2018               
#Band     wvl_um        RSR                                                                         
 I4     2610.000    0.1000000E-09 
 I4     2626.005    0.1000000E-09 
 I4     2642.000    0.1000000E-09 
 I4     2658.000    0.1000000E-09 
 I4     2673.990    0.1000000E-09 
 I4     2690.005    0.1000000E-09 
 I4     2706.000    0.1000000E-09 
 I4     2721.995    0.1000000E-09 
 I4     2738.005    0.1000000E-09 
 I4     2754.000    0.1000000E-09 
 I4     2769.995    0.1000000E-09 
 I4     2786.010    0.1000000E-09 
 I4     2801.990    0.1000000E-09 
 I4     2817.995    0.1000000E-09 
 I4     2833.995    0.1000000E-09 
 I4     2850.000    0.1000000E-09 
 I4     2866.005    0.1000000E-09 
 I4     2882.000    0.1000000E-09 
 I4     2898.000    0.1000000E-09 
 I4     2914.000    0.1000000E-09 
 I4     2930.010    0.1000000E-09 
 I4     2933.990    0.1000000E-09 
 I4     2990.015    0.1000000E-09 
 I4     3045.960    0.1000000E-09 
 I4     3102.020    0.1000000E-09 
 I4     3157.980    0.1000000E-09 
 I4     3213.950    0.1000000E-09 
 I4     3269.920    0.1117219E-04 
 I4     3325.990    0.4345580E-04 
 I4     3382.030    0.1885898E-03 
 I4     3437.935    0.1312480E-02 
 I4     3446.015    0.2032768E-02 
 I4     3450.000    0.2233941E-02 
 I4     3453.995    0.2203703E-02 
 I4     3457.985    0.2678025E-02 
 I4     3461.985    0.2973421E-02 
 I4     3465.985    0.3514179E-02 
 I4     3470.000    0.4048445E-02 
 I4     3474.020    0.4792558E-02 
 I4     3478.040    0.6166761E-02 
 I4     3481.965    0.6975776E-02 
 I4     3486.010    0.8183369E-02 
 I4     3489.955    0.9988235E-02 
 I4     3494.010    0.1202670E-01 
 I4     3497.970    0.1454405E-01 
 I4     3501.935    0.1729440E-01 
 I4     3505.910    0.2147190E-01 
 I4     3510.005    0.2560800E-01 
 I4     3514.105    0.3149057E-01 
 I4     3518.100    0.3918354E-01 
 I4     3522.105    0.4931051E-01 
 I4     3526.000    0.6079637E-01 
 I4     3530.015    0.7553479E-01 
 I4     3534.030    0.9430463E-01 
 I4     3538.045    0.1165135E+00 
 I4     3542.065    0.1447604E+00 
 I4     3546.090    0.1818989E+00 
 I4     3550.000    0.2294184E+00 
 I4     3554.020    0.2782828E+00 
 I4     3558.035    0.3355029E+00 
 I4     3562.050    0.4048682E+00 
 I4     3565.950    0.4590550E+00 
 I4     3569.960    0.5463930E+00 
 I4     3574.070    0.6034406E+00 
 I4     3578.070    0.6638186E+00 
 I4     3582.055    0.7164502E+00 
 I4     3585.925    0.7667401E+00 
 I4     3590.010    0.8045169E+00 
 I4     3593.970    0.8170016E+00 
 I4     3597.925    0.8436116E+00 
 I4     3601.985    0.8563726E+00 
 I4     3606.035    0.8523477E+00 
 I4     3610.070    0.8747408E+00 
 I4     3613.990    0.8784400E+00 
 I4     3617.900    0.8842518E+00 
 I4     3622.025    0.8812745E+00 
 I4     3625.920    0.8914203E+00 
 I4     3630.025    0.8999700E+00 
 I4     3633.910    0.9052746E+00 
 I4     3638.005    0.9099597E+00 
 I4     3641.980    0.8996819E+00 
 I4     3646.060    0.9185997E+00 
 I4     3649.930    0.9127831E+00 
 I4     3654.005    0.9139670E+00 
 I4     3657.975    0.9025455E+00 
 I4     3662.050    0.9129834E+00 
 I4     3666.020    0.9001490E+00 
 I4     3669.990    0.8831872E+00 
 I4     3674.070    0.8988479E+00 
 I4     3677.945    0.8951998E+00 
 I4     3681.930    0.8910331E+00 
 I4     3686.025    0.8935689E+00 
 I4     3690.020    0.8983802E+00 
 I4     3694.020    0.8898132E+00 
 I4     3697.925    0.9019764E+00 
 I4     3702.055    0.9162325E+00 
 I4     3705.970    0.9057602E+00 
 I4     3710.010    0.8904865E+00 
 I4     3713.945    0.9052175E+00 
 I4     3718.000    0.9164848E+00 
 I4     3721.950    0.9209627E+00 
 I4     3725.910    0.9348159E+00 
 I4     3730.100    0.9128259E+00 
 I4     3734.070    0.9290314E+00 
 I4     3738.055    0.9257467E+00 
 I4     3742.040    0.9370140E+00 
 I4     3746.035    0.9370548E+00 
 I4     3750.030    0.9265299E+00 
 I4     3754.025    0.9375467E+00 
 I4     3758.030    0.9380161E+00 
 I4     3762.030    0.9288219E+00 
 I4     3765.925    0.9528494E+00 
 I4     3769.920    0.9560243E+00 
 I4     3774.035    0.9604419E+00 
 I4     3778.030    0.9636215E+00 
 I4     3782.030    0.9643694E+00 
 I4     3786.015    0.9691508E+00 
 I4     3790.000    0.9706989E+00 
 I4     3793.980    0.9739479E+00 
 I4     3797.955    0.9828418E+00 
 I4     3802.030    0.9712827E+00 
 I4     3805.985    0.9751428E+00 
 I4     3809.935    0.9815152E+00 
 I4     3813.980    0.9901239E+00 
 I4     3818.025    0.9876641E+00 
 I4     3822.055    0.9752302E+00 
 I4     3825.970    0.9933889E+00 
 I4     3829.980    0.9938539E+00 
 I4     3833.985    0.1000000E+01 
 I4     3837.975    0.9720783E+00 
 I4     3842.070    0.9887380E+00 
 I4     3845.940    0.9698805E+00 
 I4     3850.025    0.9608765E+00 
 I4     3853.985    0.9631538E+00 
 I4     3858.050    0.9523918E+00 
 I4     3862.010    0.9577410E+00 
 I4     3865.955    0.9535128E+00 
 I4     3870.010    0.9409645E+00 
 I4     3873.955    0.9373317E+00 
 I4     3878.010    0.9334589E+00 
 I4     3881.950    0.9475075E+00 
 I4     3886.005    0.9387971E+00 
 I4     3889.950    0.9476509E+00 
 I4     3894.015    0.9583093E+00 
 I4     3897.970    0.9742148E+00 
 I4     3902.040    0.9734051E+00 
 I4     3906.005    0.9871672E+00 
 I4     3910.090    0.9947777E+00 
 I4     3913.965    0.9928154E+00 
 I4     3917.955    0.9808269E+00 
 I4     3922.065    0.9690731E+00 
 I4     3925.960    0.9577890E+00 
 I4     3929.975    0.9139910E+00 
 I4     3934.000    0.8577038E+00 
 I4     3938.030    0.7937540E+00 
 I4     3941.970    0.7214336E+00 
 I4     3946.015    0.6356205E+00 
 I4     3949.960    0.5518456E+00 
 I4     3954.025    0.4643548E+00 
 I4     3957.980    0.3875669E+00 
 I4     3962.060    0.3222826E+00 
 I4     3966.030    0.2642783E+00 
 I4     3970.000    0.2221433E+00 
 I4     3974.085    0.1789632E+00 
 I4     3978.065    0.1487667E+00 
 I4     3982.040    0.1210257E+00 
 I4     3986.020    0.9927138E-01 
 I4     3989.995    0.8162333E-01 
 I4     3993.965    0.6743107E-01 
 I4     3997.940    0.5498242E-01 
 I4     4002.015    0.4719678E-01 
 I4     4005.980    0.4067435E-01 
 I4     4009.935    0.3341885E-01 
 I4     4013.995    0.2817270E-01 
 I4     4017.935    0.2364435E-01 
 I4     4021.980    0.2034842E-01 
 I4     4025.910    0.1695344E-01 
 I4     4030.045    0.1459695E-01 
 I4     4033.960    0.1266050E-01 
 I4     4037.965    0.1103737E-01 
 I4     4042.075    0.9371768E-02 
 I4     4045.960    0.8440991E-02 
 I4     4050.045    0.6844432E-02 
 I4     4054.020    0.6081733E-02 
 I4     4057.985    0.5242551E-02 
 I4     4061.940    0.4963712E-02 
 I4     4066.000    0.4278824E-02 
 I4     4070.050    0.3702814E-02 
 I4     4073.985    0.3317144E-02 
 I4     4078.025    0.2853173E-02 
 I4     4082.065    0.2446692E-02 
 I4     4085.985    0.2340932E-02 
 I4     4090.015    0.2271418E-02 
 I4     4094.045    0.2089191E-02 
 I4     4097.970    0.2083552E-02 
 I4     4109.960    0.1406372E-02 
 I4     4166.045    0.4985452E-03 
 I4     4221.895    0.1070746E-03 
 I4     4278.010    0.1973520E-04 
 I4     4334.020    0.1280817E-04 
 I4     4389.990    0.1000000E-09 
 I4     4446.005    0.1000000E-09 
 I4     4501.975    0.1000000E-09 
 I4     4558.020    0.1000000E-09 
 I4     4613.990    0.1000000E-09 
 I4     4669.980    0.1000000E-09 
 I4     4725.940    0.1000000E-09 
 I4     4781.985    0.1000000E-09 
 I4     4837.990    0.1000000E-09 
 I4     4893.950    0.1000000E-09 
 I4     4949.940    0.1000000E-09 
 I4     5006.010    0.1000000E-09 
 I4     5061.990    0.1000000E-09 
 I4     5117.900    0.1000000E-09 
 I4     5174.070    0.1000000E-09 
 I4     5230.000    0.1000000E-09 
 I4     5286.000    0.1000000E-09 
 I4     5342.020    0.1000000E-09 
 I4     5398.040    0.1000000E-09 
 I4     5454.090    0.1000000E-09 
 I4     5510.015    0.1000000E-09 
 I4     5565.960    0.1000000E-09 
 I4     5621.975    0.1000000E-09 
 I4     5678.025    0.1000000E-09 
 I4     5734.030    0.1000000E-09 
 I4     5790.040    0.1000000E-09 
 I4     5845.985    0.1000000E-09 
 I4     5901.975    0.1000000E-09 
 I4     5958.020    0.1000000E-09 
 I4     6014.015    0.1000000E-09 
 I4     6070.005    0.1000000E-09 
 I4     6126.045    0.1000000E-09 
 I4     6182.070    0.1000000E-09 
 I4     6237.970    0.1000000E-09 
 I4     6293.990    0.1000000E-09 
 I4     6350.025    0.1000000E-09 
 I4     6405.980    0.1000000E-09 
 I4     6462.035    0.1000000E-09 
 I4     6517.950    0.1000000E-09 
 I4     6574.035    0.1000000E-09 
 I4     6629.995    0.1000000E-09 
 I4     6685.940    0.1000000E-09 
 I4     6741.980    0.1000000E-09 
 I4     6798.040    0.1000000E-09 
 I4     6854.035    0.1000000E-09 
 I4     6909.980    0.1000000E-09 
 I4     6966.015    0.1000000E-09 
 I4     7022.040    0.1000000E-09 
 I4     7078.005    0.1000000E-09 
 I4     7133.970    0.1000000E-09 
