Wavelength [um],Blue,Green,Red,NIR,Pan
0.415,1.18E-04,2.27E-06,4.31E-06,-5.28E-06,3.23E-05
0.416,7.03E-05,-6.01E-06,-1.13E-06,9.58E-07,2.89E-05
0.417,4.48E-05,6.14E-06,5.87E-06,-2.40E-07,3.87E-05
0.418,2.82E-05,-2.26E-06,-1.40E-06,7.66E-06,5.75E-05
0.419,2.37E-05,-7.59E-07,-8.21E-06,2.69E-05,8.66E-05
0.42,3.15E-05,1.93E-06,-3.03E-06,1.95E-05,1.21E-04
0.421,3.34E-05,-1.13E-05,-6.61E-06,3.61E-05,1.36E-04
0.422,4.10E-05,-4.96E-06,6.38E-06,2.94E-05,1.60E-04
0.423,6.06E-05,-6.94E-06,-3.00E-06,1.88E-05,1.61E-04
0.424,4.68E-05,2.19E-06,-4.55E-06,1.25E-05,1.53E-04
0.425,5.28E-05,1.08E-06,3.63E-06,2.80E-06,1.16E-04
0.426,5.33E-05,-4.61E-06,-2.00E-07,2.36E-05,1.28E-04
0.427,2.94E-05,2.82E-07,3.02E-06,1.03E-05,1.97E-04
0.428,1.42E-05,-5.11E-06,2.05E-06,8.79E-07,3.10E-04
0.429,3.31E-05,-6.41E-06,-1.16E-05,1.29E-05,4.15E-04
0.43,5.79E-05,-3.41E-06,4.24E-06,1.60E-05,4.09E-04
0.431,7.36E-05,3.09E-06,-1.30E-06,1.64E-05,4.11E-04
0.432,9.97051E-05,-1.42E-06,-6.09E-06,3.46E-05,0.000489841
0.433,0.000107162,4.68E-06,-1.75E-06,1.29E-05,0.00043221
0.434,9.38445E-05,2.16E-06,-1.21E-05,2.02E-05,0.000308256
0.435,8.75555E-05,5.25E-06,-6.73E-06,6.58E-05,0.000281306
0.436,8.71781E-05,-1.63E-06,-4.17E-06,4.67E-05,0.000321089
0.437,0.000257133,-4.06E-06,-2.97E-06,2.08E-05,0.000572667
0.438,0.001338295,7.92E-06,-2.58E-06,5.04E-05,0.001246597
0.439,0.004328274,2.01E-06,8.18E-06,4.82E-05,0.003683965
0.44,0.009148278,3.05E-06,1.42E-05,1.90E-05,0.013850369
0.441,0.022903634,5.40E-06,9.76E-06,2.40E-06,0.045503183
0.442,0.064032576,-4.05E-06,-5.17E-07,1.72E-06,0.101227424
0.443,0.126724551,-1.24E-06,3.99E-06,-7.91E-06,0.152213656
0.444,0.175463148,-1.44E-05,-9.86E-06,-1.08E-05,0.192147747
0.445,0.225865611,7.42E-06,-9.04E-06,-2.37E-06,0.262439622
0.446,0.303659648,2.99E-06,-8.30E-06,-8.61E-06,0.335421201
0.447,0.349383765,-6.74E-06,-2.22E-05,-2.49E-06,0.353984416
0.448,0.35661517,8.33E-06,-2.17E-05,-1.53E-06,0.360385136
0.449,0.361238564,-4.13E-07,-2.45E-05,8.68E-06,0.36720741
0.45,0.366707638,-8.35E-06,-2.80E-05,-1.81E-06,0.368873231
0.451,0.369821813,-1.33E-05,-3.63E-05,7.89E-06,0.368715579
0.452,0.371218184,-2.02E-05,-3.18E-05,6.29E-05,0.369531684
0.453,0.372364108,-7.35E-06,-9.42E-06,8.53E-05,0.370315138
0.454,0.373365609,-5.84E-06,-1.77E-05,6.00E-05,0.369715429
0.455,0.374158722,7.89E-06,-2.46E-05,6.48E-05,0.369073685
0.456,0.374422594,1.66E-05,-1.8042E-05,7.94E-05,0.36928663
0.457,0.37447962,6.40E-06,-2.98305E-05,1.96E-05,0.370189219
0.458,0.374195016,1.02E-05,-2.28055E-05,-4.08E-06,0.371033025
0.459,0.373793395,8.87E-06,-1.60572E-05,-4.91E-06,0.371191969
0.46,0.37349911,5.12E-06,-1.37534E-05,-1.34E-05,0.370895808
0.461,0.372842359,9.54E-06,-1.61897E-05,-1.93E-05,0.370534972
0.462,0.371916995,4.82E-06,-1.64351E-05,-9.54E-06,0.370341045
0.463,0.370767948,1.80E-05,-8.69016E-06,-1.15E-07,0.369736985
0.464,0.36946192,1.65E-05,-6.57293E-06,6.12E-07,0.368540494
0.465,0.368102089,1.17E-05,1.70895E-06,2.08E-05,0.366733389
0.466,0.366382904,2.08E-05,6.50011E-06,3.67E-05,0.364615488
0.467,0.364257827,2.43E-05,-3.38284E-06,4.04E-05,0.362722733
0.468,0.363121144,2.80E-05,6.96124E-06,2.82E-05,0.361938675
0.469,0.362660143,4.12E-05,1.41E-05,1.91E-05,0.361331868
0.47,0.362728373,5.76E-05,1.47E-05,2.57E-05,0.360916167
0.471,0.362448238,8.26E-05,2.86E-05,1.49E-05,0.35999352
0.472,0.361658666,7.85E-05,2.83E-05,1.40E-05,0.358584911
0.473,0.360240069,8.86E-05,2.56E-05,1.24E-05,0.356684927
0.474,0.358622203,8.95E-05,3.41E-05,1.33E-05,0.35481682
0.475,0.357198942,7.40E-05,4.42E-05,2.32E-05,0.353481565
0.476,0.35620835,6.73E-05,4.89E-05,1.98E-05,0.353263149
0.477,0.356571673,6.28E-05,5.46E-05,3.21E-05,0.355005074
0.478,0.359386886,6.59E-05,7.23E-05,4.79E-05,0.358990869
0.479,0.36477354,5.81E-05,7.06E-05,4.43E-05,0.365110371
0.48,0.370817009,4.66E-05,4.87E-05,3.97E-05,0.371938134
0.481,0.376374825,4.86E-05,4.44E-05,3.07E-05,0.377979167
0.482,0.381550468,5.11E-05,4.44E-05,2.99E-05,0.382761281
0.483,0.386066016,4.97E-05,3.11E-05,3.11E-05,0.386298674
0.484,0.389305788,4.91E-05,2.38E-05,2.45E-05,0.388634465
0.485,0.391407871,3.41E-05,1.76E-05,1.65E-05,0.390064657
0.486,0.393317319,2.52E-05,1.96E-05,1.03E-06,0.39152716
0.487,0.394487076,1.58E-05,1.80E-05,-1.17E-05,0.392435544
0.488,0.395489667,1.14E-05,1.63E-05,-1.59E-05,0.393326959
0.489,0.39620319,8.58E-06,2.90E-05,-1.39E-05,0.394346609
0.49,0.396173856,7.93248E-06,1.72E-05,-8.70E-06,0.395245398
0.491,0.396586692,1.09011E-05,2.06E-05,-1.52E-05,0.396566039
0.492,0.397219986,8.60156E-06,2.16E-05,-2.00E-05,0.397641373
0.493,0.398147101,1.01437E-05,8.92E-06,-1.54E-05,0.399041304
0.494,0.398246119,1.65741E-05,1.77E-05,-1.74E-05,0.399796062
0.495,0.398762769,2.53325E-05,9.80E-06,-1.06E-05,0.400018275
0.496,0.400015987,4.35191E-05,1.49E-05,-3.08E-06,0.399801959
0.497,0.401146568,7.81495E-05,2.58E-05,-6.08E-06,0.399657039
0.498,0.401016769,0.000134847,3.33772E-05,6.37E-06,0.39900677
0.499,0.400267818,0.000227134,3.4911E-05,-7.23E-06,0.398404738
0.5,0.398266322,0.000354796,2.71882E-05,-1.39848E-05,0.398359824
0.501,0.393622317,0.000541227,4.83531E-05,-4.98753E-06,0.39896066
0.502,0.381270806,0.000841399,8.19831E-05,-1.39031E-05,0.40006897
0.503,0.347334633,0.001414624,0.00010635,-1.83854E-05,0.401472416
0.504,0.290161543,0.002671735,0.000132254,-1.49943E-05,0.402805443
0.505,0.237256082,0.005687484,0.000163496,-8.00033E-06,0.403549167
0.506,0.193863835,0.012757592,0.00022254,-7.13126E-06,0.403831147
0.507,0.129565339,0.027981073,0.000288103,-1.64382E-05,0.403464291
0.508,0.061111557,0.057807276,0.000326455,-1.82756E-05,0.402529831
0.509,0.023682283,0.106605411,0.000371807,-1.30551E-05,0.401405445
0.51,0.009837731,0.164711645,0.000397459,-1.11E-05,0.400517077
0.511,0.004370348,0.214019021,0.000405834,-5.33E-06,0.400133038
0.512,0.001929605,0.262709073,0.000399019,1.49E-05,0.400572369
0.513,0.000867279,0.327959617,0.000365005,2.56E-05,0.401502524
0.514,0.000438398,0.378202522,0.000336562,2.18E-05,0.402643596
0.515,0.000261194,0.390985735,0.000308761,2.11E-05,0.403883934
0.516,0.000180769,0.39357074,0.000306321,2.54E-05,0.404804106
0.517,0.000143948,0.400685826,0.000304165,3.48E-05,0.405104289
0.518,0.000108,0.405141701,0.000259329,3.58E-05,0.404986521
0.519,7.59308E-05,0.405467891,0.000204014,1.97E-05,0.404998968
0.52,5.16194E-05,0.405546689,0.000159445,1.33E-05,0.405566518
0.521,4.24914E-05,0.405674433,0.000140399,8.89E-06,0.405391986
0.522,4.3626E-05,0.407364029,0.000132644,6.81E-07,0.405804347
0.523,4.24276E-05,0.409773204,0.000126433,3.72E-06,0.406618221
0.524,4.65721E-05,0.410497651,0.000126303,4.89E-06,0.407156572
0.525,4.58268E-05,0.409742242,0.000125497,6.76E-06,0.407837894
0.526,3.75931E-05,0.409227732,0.000133096,3.53105E-06,0.408278063
0.527,3.89735E-05,0.410206565,0.00014735,5.30402E-06,0.408611356
0.528,3.48456E-05,0.410904116,0.000160457,1.27812E-05,0.408845392
0.529,3.32192E-05,0.409629218,0.000178453,1.20651E-05,0.40868757
0.53,3.13317E-05,0.408334742,0.00020628,7.24006E-06,0.408841292
0.531,2.23072E-05,0.408118068,0.000250616,1.11609E-05,0.408958896
0.532,3.47474E-05,0.407880038,0.000322756,1.87343E-05,0.408538063
0.533,3.99801E-05,0.406313886,0.000373888,3.0731E-05,0.407610967
0.534,4.01497E-05,0.403481144,0.000399897,2.17548E-05,0.405834959
0.535,3.68838E-05,0.401488536,0.000432507,2.41E-05,0.403741236
0.536,2.78087E-05,0.399054256,0.000456925,2.60E-05,0.399956525
0.537,3.67215E-05,0.396955943,0.000463298,2.02E-05,0.396566681
0.538,4.5016E-05,0.394036194,0.000442132,3.25E-05,0.392995576
0.539,4.15997E-05,0.391477143,0.000399465,3.76E-05,0.389833841
0.54,3.25305E-05,0.39025382,0.000349388,1.11E-05,0.387662921
0.541,3.13272E-05,0.39008231,0.000301266,1.29E-05,0.38687698
0.542,3.80343E-05,0.39077441,0.000273063,2.03E-05,0.388045234
0.543,4.25776E-05,0.392109305,0.000253189,1.41E-05,0.390574386
0.544,5.62659E-05,0.394457818,0.000227316,1.32E-05,0.393963379
0.545,7.92784E-05,0.398400508,0.000240663,1.40E-05,0.398445708
0.546,8.5717E-05,0.402525311,0.000226044,2.00E-05,0.402937999
0.547,1.07E-04,0.406287939,0.000210555,1.50E-05,0.407109346
0.548,1.36E-04,0.409202297,0.000211063,3.45E-05,0.410144739
0.549,1.57E-04,0.412224271,1.99E-04,3.35E-05,0.412876031
0.55,1.74E-04,0.414963883,2.05E-04,3.85E-05,0.415239084
0.551,1.66E-04,0.417211325,2.14E-04,4.67E-05,0.417185348
0.552,1.67E-04,0.418600363,2.37E-04,6.91E-05,0.418335377
0.553,1.66E-04,0.420416289,2.60E-04,4.49613E-05,0.419781233
0.554,1.50E-04,0.421661435,2.77E-04,4.00893E-05,0.42059613
0.555,0.000126993,0.42218164,3.07E-04,5.09863E-05,0.420846233
0.556,7.13908E-05,0.42284444,3.14E-04,5.53139E-05,0.421470576
0.557,4.40046E-05,0.422783859,3.39E-04,4.01386E-05,0.421379732
0.558,3.73463E-05,0.423989914,3.53E-04,4.54422E-05,0.422271708
0.559,2.62447E-05,0.424797356,3.49E-04,8.62E-05,0.422817806
0.56,2.10157E-05,0.425903763,3.51E-04,1.00E-04,0.423926639
0.561,2.20465E-05,0.425723147,3.36E-04,1.16E-04,0.424215435
0.562,2.33711E-05,0.42587886,3.14E-04,1.11E-04,0.424842655
0.563,2.80944E-05,0.425909957,3.04E-04,1.02E-04,0.424993336
0.564,2.73548E-05,0.425531958,2.76E-04,1.18E-04,0.424688907
0.565,1.54943E-05,0.424455609,2.58E-04,1.24E-04,0.424082253
0.566,2.37108E-05,0.422812833,2.39E-04,8.11E-05,0.423138438
0.567,1.99465E-05,0.420864948,2.13E-04,4.82E-05,0.4217572
0.568,3.5951E-05,0.418817372,2.06E-04,3.03E-05,0.419715925
0.569,4.6466E-05,0.417366138,2.01E-04,1.54E-05,0.41789822
0.57,6.25491E-05,0.415995617,0.000176631,1.82E-05,0.416000699
0.571,0.000102211,0.414167774,0.000176001,2.83E-06,0.413965321
0.572,0.000137757,0.412416146,0.000171141,1.73E-05,0.412230418
0.573,0.000189695,0.411165287,0.00018942,2.05E-05,0.410769164
0.574,0.000236799,0.41007237,0.000208569,7.24E-06,0.409405761
0.575,0.000249294,0.409564204,0.000200664,6.69E-06,0.408558135
0.576,0.000278437,0.40851247,0.000222273,1.31E-05,0.407540933
0.577,0.000309518,0.407162323,0.000228453,4.43E-05,0.406642738
0.578,0.000313654,0.405408859,0.000259018,6.85E-05,0.405502846
0.579,0.000304471,0.40438863,0.00028719,5.11E-05,0.405057126
0.58,0.000268398,0.40318026,0.000314594,5.46E-05,0.404253217
0.581,0.00025538,0.4020567,0.000378535,3.96E-05,0.40361188
0.582,0.000230877,0.401049132,0.000447843,4.04E-05,0.403432352
0.583,0.000208481,0.398922846,0.000550752,9.76E-05,0.40345373
0.584,0.000198241,0.392394319,0.000707489,7.18E-05,0.403549581
0.585,0.000171676,0.376036013,0.000916665,1.34E-05,0.404161065
0.586,0.000170608,0.344107801,0.001231825,7.50E-06,0.404845082
0.587,0.000167803,0.300276205,0.00167491,8.29E-06,0.405593022
0.588,0.000152177,0.256807305,0.002304136,-8.40E-06,0.405889026
0.589,0.000157133,0.218371416,0.00326225,-3.27E-06,0.406239427
0.59,0.0001521,0.173096599,0.004684679,1.26E-05,0.406926208
0.591,0.00016929,0.115110357,0.006927592,1.55E-06,0.407403465
0.592,0.00018052,0.063268883,0.010532778,-2.94E-06,0.408169405
0.593,0.000163712,0.031273561,0.01671997,7.81E-06,0.409064558
0.594,0.000152652,0.015501721,0.027430912,4.22E-06,0.410084771
0.595,0.000128376,0.008217216,0.04560856,1.54E-05,0.410998591
0.596,0.000152563,0.004698854,0.073778209,1.87E-05,0.411937649
0.597,0.000175154,0.002908234,0.111509964,-7.28E-06,0.413097821
0.598,0.000116578,0.001882967,0.154389831,1.04E-05,0.414461518
0.599,7.58E-05,0.001287749,0.197277776,3.43E-06,0.41547895
0.6,2.62E-05,0.000917398,0.239089253,1.093E-06,0.416259103
0.601,1.13E-05,0.000653652,0.283342897,2.10806E-05,0.417157146
0.602,1.34E-05,0.000487137,0.329805914,1.77728E-05,0.417629721
0.603,-1.69E-06,0.000386235,0.370414048,1.92011E-05,0.417548405
0.604,1.52E-05,0.000306819,0.397877948,-3.05391E-07,0.417506475
0.605,7.19E-06,0.000263574,0.41203275,1.04402E-05,0.417574342
0.606,9.45E-06,0.000235606,0.417001651,2.30419E-05,0.417433593
0.607,1.33E-05,0.000204883,0.417522615,4.00315E-06,0.417373252
0.608,1.82E-06,0.000202607,0.415622707,1.68E-05,0.416340588
0.609,1.48E-06,0.000192086,0.414039366,1.41E-05,0.415384897
0.61,-8.71E-06,0.000199579,0.413227154,-8.65E-06,0.41452445
0.611,-1.09E-05,0.000191077,0.412392431,1.29E-06,0.413325272
0.612,-2.47E-06,0.000211038,0.411669091,2.02E-05,0.412523828
0.613,7.87E-06,0.000224199,0.409526768,2.50E-05,0.411047162
0.614,1.28E-05,0.00020467,0.406910676,-9.38E-06,0.40934396
0.615,1.76E-05,0.000215867,0.40518809,4.21E-06,0.408231471
0.616,3.11E-06,2.06E-04,0.403796769,1.87E-05,0.406792346
0.617,5.23E-06,2.13E-04,0.402785094,-3.68846E-06,0.405374996
0.618,-1.98E-07,2.03E-04,0.402446742,6.75112E-07,0.404370659
0.619,-9.54E-06,1.80E-04,0.401768102,4.73728E-06,0.403366379
0.62,1.09E-05,1.54E-04,0.401236992,3.34331E-06,0.402640443
0.621,1.28E-06,1.41E-04,0.400851387,1.27478E-05,0.401956254
0.622,1.49E-05,1.06E-04,0.40123594,1.09531E-05,0.401837542
0.623,5.19E-06,1.04E-04,0.400813387,7.63505E-06,0.400870962
0.624,-7.89E-07,8.33E-05,0.400263353,1.3635E-05,0.399994536
0.625,2.36E-06,8.14E-05,0.399312647,6.3695E-06,0.399115075
0.626,-8.62E-07,6.11E-05,0.398071491,1.299E-05,0.398086826
0.627,1.00E-05,5.07E-05,0.397305354,-2.65733E-06,0.397519738
0.628,3.87E-06,3.77E-05,0.395573674,-8.8813E-06,0.39553266
0.629,-8.76E-06,4.94E-05,0.394347968,1.34633E-05,0.393738442
0.63,6.53E-07,3.89E-05,0.393507359,3.12573E-06,0.392193801
0.631,1.03E-06,3.86E-05,0.392731106,1.94791E-06,0.390890914
0.632,8.65E-06,3.12E-05,0.391512033,1.86797E-06,0.389544836
0.633,1.07E-05,4.74E-05,0.389969673,4.70737E-06,0.388295564
0.634,3.97E-06,3.96E-05,0.388844087,5.29914E-06,0.387627892
0.635,5.93E-06,3.96E-05,0.387810507,2.40285E-06,0.386816355
0.636,7.30E-06,5.24E-05,0.387064763,5.89929E-06,0.38599396
0.637,4.33E-06,4.93E-05,0.386520627,1.18797E-05,0.385387017
0.638,1.10748E-05,5.34729E-05,0.386501075,6.45328E-06,0.38545583
0.639,-5.70736E-06,7.58151E-05,0.38626033,1.47644E-05,0.385460969
0.64,8.47254E-06,7.89286E-05,0.385792222,8.65982E-06,0.385348308
0.641,4.04366E-06,0.000101224,0.385475582,1.27153E-05,0.385292307
0.642,-7.49206E-06,0.000110191,0.385832832,4.13274E-06,0.385646627
0.643,7.04E-06,0.000134577,0.386249435,7.60075E-07,0.385793128
0.644,-1.38E-06,0.000150487,0.386799411,2.64694E-05,0.386096697
0.645,2.66E-06,0.000192848,0.387390049,8.42604E-06,0.386513923
0.646,7.70E-06,0.000237489,0.38748199,-7.68286E-06,0.386723728
0.647,6.39E-06,0.000269054,0.387565957,4.64E-06,0.387057057
0.648,6.09E-06,0.000309609,0.387001357,-2.06E-06,0.38675608
0.649,-3.01E-07,0.000331331,0.386639845,7.38E-06,0.386544418
0.65,-4.90E-06,0.000335102,0.386288096,1.01E-05,0.386093036
0.651,5.98E-06,0.000359087,0.385799754,-1.04E-05,0.385538626
0.652,8.92E-06,0.000358042,0.385185936,4.67E-06,0.384954728
0.653,1.95E-05,0.00035135,0.384494126,-2.76E-06,0.384422232
0.654,-2.01E-06,0.000336013,0.383352351,1.44E-05,0.38351004
0.655,5.67E-06,0.000299111,0.382097907,2.04E-05,0.382310194
0.656,3.20E-06,2.80E-04,0.381554198,-4.66E-06,0.381405736
0.657,-9.83E-06,2.33E-04,0.380988357,1.10E-06,0.380396156
0.658,6.56E-06,1.98E-04,0.3808347,8.72E-06,0.379722925
0.659,7.36E-06,1.94E-04,0.380746269,1.08E-05,0.379340914
0.66,-1.01E-06,1.61E-04,0.380410226,1.35E-05,0.379143333
0.661,9.32E-06,1.52E-04,0.379305541,1.54E-05,0.378649346
0.662,7.98E-06,1.33E-04,0.378184415,8.25E-06,0.378054911
0.663,5.49E-06,1.10E-04,0.377286169,-1.72E-06,0.377640867
0.664,5.58E-06,9.88E-05,0.376821542,3.87E-06,0.377371976
0.665,3.34E-06,7.95E-05,0.376189557,2.15E-06,0.376754131
0.666,-3.87461E-06,7.46E-05,0.375326544,2.31E-06,0.375901225
0.667,3.44307E-07,7.37E-05,0.374622995,1.70E-06,0.375242072
0.668,6.69097E-06,5.53E-05,0.373296993,8.13E-06,0.374065122
0.669,3.46441E-06,5.91E-05,0.371845663,5.60E-06,0.372604822
0.67,1.5772E-05,5.21E-05,0.370613147,5.60E-06,0.371094017
0.671,5.20599E-05,3.94E-05,0.370020849,8.70E-06,0.369952081
0.672,7.85973E-05,4.70E-05,0.369401644,1.56E-05,0.368635615
0.673,0.000135134,4.68E-05,0.368553913,2.05E-05,0.367314511
0.674,0.000179367,3.49E-05,0.367335152,1.04E-05,0.366099838
0.675,0.00018105,2.99E-05,0.365799375,8.32E-06,0.36513693
0.676,0.000191788,2.56628E-05,0.363947973,-1.09E-07,0.364053031
0.677,0.000165198,2.77617E-05,0.362222483,-8.15E-07,0.363010396
0.678,0.000164949,2.88796E-05,0.360362191,1.03E-05,0.361758848
0.679,0.000234355,3.4138E-05,0.358030807,1.55E-05,0.360661659
0.68,0.000292425,3.10851E-05,0.353711133,1.95E-05,0.35943621
0.681,0.00023244,2.81338E-05,0.34555862,2.11E-05,0.358156659
0.682,0.000118676,3.80207E-05,0.331976214,2.14E-05,0.356756991
0.683,6.17011E-05,3.22789E-05,0.31271687,2.82E-05,0.35550542
0.684,3.88504E-05,2.78307E-05,0.288762325,2.30E-05,0.354174142
0.685,1.1706E-05,3.06138E-05,0.261939657,3.08E-05,0.352646655
0.686,1.86573E-05,2.27497E-05,0.234483242,2.47E-05,0.351660062
0.687,2.05582E-05,3.65005E-05,0.205595142,3.00E-05,0.350827665
0.688,6.65648E-07,4.60197E-05,0.17455171,4.13E-05,0.349971946
0.689,7.70763E-06,4.94842E-05,0.141451398,3.31E-05,0.349122628
0.69,8.69726E-06,6.23409E-05,0.108214647,3.46E-05,0.348405549
0.691,2.92292E-06,5.34813E-05,0.077987036,2.92E-05,0.347428048
0.692,1.08057E-05,5.83211E-05,0.053550222,1.97E-05,0.346819506
0.693,6.54199E-06,7.95454E-05,0.035658334,3.66E-05,0.346646427
0.694,9.36382E-06,7.48479E-05,0.023579673,3.34E-05,0.346173929
0.695,1.07431E-05,9.63148E-05,0.015735503,2.05E-05,0.345353437
0.696,7.09E-06,0.000118119,0.010754869,1.66E-05,0.344665801
0.697,1.58E-05,0.000136935,0.007572494,2.16E-05,0.344364219
0.698,1.23E-05,0.000167519,0.005432105,1.25E-05,0.343296041
0.699,8.61E-06,0.000169768,0.0040092,1.52E-05,0.342199267
0.7,1.14E-05,0.000192362,0.003037204,1.23E-05,0.341405506
0.701,9.88E-06,0.000198272,0.002327399,2.51E-05,0.340620166
0.702,1.89E-05,0.000213171,0.001812803,3.00E-05,0.339637199
0.703,1.95E-05,0.000226549,0.001417972,2.87E-05,0.338617305
0.704,1.81E-05,0.000216388,0.001114258,2.56E-05,0.337799914
0.705,3.06E-05,0.000224108,0.00089779,1.26E-05,0.337200444
0.706,2.79E-05,0.000234621,0.000714938,2.21E-05,0.336654636
0.707,3.33E-05,0.000232833,0.000578358,3.36E-05,0.3361453
0.708,4.50E-05,0.000233059,0.000469912,2.85E-05,0.336279448
0.709,4.75E-05,0.000232536,0.000388962,3.32E-05,0.336114989
0.71,5.43E-05,0.000235903,0.000341378,4.47E-05,0.335842606
0.711,5.42E-05,0.00023599,0.00029319,5.42E-05,0.335880973
0.712,5.82E-05,0.000238732,0.000256908,5.21E-05,0.335497943
0.713,5.96E-05,0.000249679,0.000228753,5.39E-05,0.335066578
0.714,6.15E-05,0.000250561,0.000201533,6.29E-05,0.334842532
0.715,7.01E-05,0.000259762,0.00018568,7.77E-05,0.334588372
0.716,7.77E-05,0.000272444,0.000153457,1.01E-04,0.334289852
0.717,8.22E-05,0.000285165,0.000138495,1.12E-04,0.333892383
0.718,7.95E-05,0.000306893,0.000128917,1.22E-04,0.33298473
0.719,8.10E-05,0.000311203,0.000115605,1.54E-04,0.332140371
0.72,8.45066E-05,0.000312245,0.000108191,1.89E-04,0.331109107
0.721,7.89351E-05,0.000324892,8.80001E-05,2.36E-04,0.330228027
0.722,8.45465E-05,0.000328733,8.01111E-05,3.09E-04,0.329577696
0.723,8.33955E-05,0.000345956,8.08E-05,0.000395861,0.328736952
0.724,7.85049E-05,0.000344332,6.97E-05,0.000510671,0.327877361
0.725,7.85274E-05,0.000334328,6.71E-05,0.000659552,0.326959253
0.726,6.32671E-05,3.35E-04,5.65E-05,0.000870342,0.325996805
0.727,5.87867E-05,3.07E-04,4.86E-05,0.001168732,0.325276573
0.728,5.99543E-05,2.82E-04,5.06E-05,0.001579153,0.324472321
0.729,5.09998E-05,2.71E-04,5.53E-05,0.002165865,0.32329116
0.73,5.64544E-05,2.55E-04,6.21E-05,0.003014888,0.32214431
0.731,4.51395E-05,2.37E-04,5.16E-05,0.004290033,0.320755849
0.732,4.07441E-05,2.20E-04,4.46E-05,0.006264361,0.319146559
0.733,5.01233E-05,2.12E-04,4.52E-05,0.009326763,0.317725905
0.734,4.51756E-05,1.95E-04,3.65E-05,0.014086577,0.316415901
0.735,5.04696E-05,0.000179768,4.41593E-05,0.021348135,0.315129566
0.736,6.68303E-05,0.000182652,4.25962E-05,0.031844046,0.313770326
0.737,9.32859E-05,0.000176129,3.71699E-05,0.046043116,0.312290351
0.738,0.000123277,0.000171108,3.91887E-05,0.063809135,0.311339406
0.739,0.000139168,0.00018512,2.81416E-05,0.084309888,0.310365811
0.74,0.000161023,0.000199979,2.49431E-05,0.106740084,0.309247399
0.741,0.000170985,0.000220135,2.70152E-05,0.130513653,0.30826203
0.742,0.000166808,0.00025052,3.26682E-05,0.155484271,0.307284844
0.743,0.000170499,0.000294949,3.53738E-05,0.181544782,0.306248629
0.744,0.000172972,0.00034563,2.56008E-05,0.20813874,0.305005065
0.745,0.000183644,0.000398601,2.96422E-05,0.234431235,0.303995699
0.746,0.000188231,0.000460679,3.07922E-05,0.257805063,0.30278621
0.747,0.000163201,0.000514314,2.49188E-05,0.276135213,0.301579601
0.748,0.000126133,0.000544664,2.50944E-05,0.288027075,0.300023426
0.749,8.7673E-05,0.000559372,2.39769E-05,0.2944432,0.298568898
