Wavelength [um],Blue,Green,Red,NIR,Pan
0.415,1.76E-04,3.37E-06,6.40E-06,-7.84E-06,4.79E-05
0.416,9.53E-05,-8.14E-06,-1.54E-06,1.30E-06,3.91E-05
0.417,5.01E-05,6.88E-06,6.57E-06,-2.69E-07,4.34E-05
0.418,2.49E-05,-1.99E-06,-1.23E-06,6.75E-06,5.07E-05
0.419,1.64E-05,-5.26E-07,-5.69E-06,1.87E-05,6.01E-05
0.42,1.80E-05,1.10E-06,-1.73E-06,1.11E-05,6.90E-05
0.421,1.76E-05,-5.99E-06,-3.49E-06,1.91E-05,7.21E-05
0.422,2.39E-05,-2.89E-06,3.72E-06,1.71E-05,9.34E-05
0.423,4.19E-05,-4.80E-06,-2.07E-06,1.30E-05,1.11E-04
0.424,3.80E-05,1.78E-06,-3.70E-06,1.02E-05,1.24E-04
0.425,4.86E-05,9.93E-07,3.33E-06,2.58E-06,1.07E-04
0.426,5.24E-05,-4.54E-06,-1.97E-07,2.32E-05,1.25E-04
0.427,2.95E-05,2.82E-07,3.02E-06,1.04E-05,1.98E-04
0.428,1.43E-05,-5.15E-06,2.07E-06,8.85E-07,3.12E-04
0.429,3.33E-05,-6.46E-06,-1.17E-05,1.30E-05,4.18E-04
0.43,5.83E-05,-3.44E-06,4.27E-06,1.61E-05,4.12E-04
0.431,7.42E-05,3.11E-06,-1.31E-06,1.65E-05,4.15E-04
0.432,0.000100592,-1.44E-06,-6.14E-06,3.49E-05,0.0004942
0.433,0.000107926,4.71E-06,-1.76E-06,1.30E-05,0.000435292
0.434,9.46202E-05,2.18E-06,-1.22E-05,2.04E-05,0.000310804
0.435,8.83245E-05,5.30E-06,-6.79E-06,6.64E-05,0.000283776
0.436,8.78884E-05,-1.64E-06,-4.20E-06,4.71E-05,0.000323705
0.437,0.000259251,-4.09E-06,-2.99E-06,2.10E-05,0.000577383
0.438,0.00134976,7.99E-06,-2.60E-06,5.09E-05,0.001257277
0.439,0.004367531,2.03E-06,8.26E-06,4.87E-05,0.003717378
0.44,0.009234019,3.08E-06,1.43E-05,1.92E-05,0.013980179
0.441,0.023107204,5.44E-06,9.85E-06,2.42E-06,0.045907621
0.442,0.064586393,-4.09E-06,-5.21E-07,1.73E-06,0.102102938
0.443,0.127885046,-1.25E-06,4.03E-06,-7.98E-06,0.15360757
0.444,0.177161936,-1.46E-05,-9.96E-06,-1.09E-05,0.19400807
0.445,0.227875223,7.49E-06,-9.12E-06,-2.40E-06,0.264774646
0.446,0.30632881,3.01E-06,-8.37E-06,-8.68E-06,0.338369545
0.447,0.352386876,-6.80E-06,-2.24E-05,-2.51E-06,0.357027071
0.448,0.359599076,8.40E-06,-2.19E-05,-1.54E-06,0.363400587
0.449,0.364068256,-4.16E-07,-2.46E-05,8.75E-06,0.370083858
0.45,0.369779831,-8.42E-06,-2.82E-05,-1.83E-06,0.371963566
0.451,0.372951898,-1.35E-05,-3.67E-05,7.95E-06,0.371836301
0.452,0.374051956,-2.03E-05,-3.21E-05,6.34E-05,0.372352581
0.453,0.37534935,-7.41E-06,-9.50E-06,8.59E-05,0.373283955
0.454,0.376928406,-5.89E-06,-1.79E-05,6.05E-05,0.373243395
0.455,0.377413327,7.96E-06,-2.48E-05,6.54E-05,0.372284058
0.456,0.377927308,1.67E-05,-1.82108E-05,8.01E-05,0.372743271
0.457,0.378116568,6.46E-06,-3.01202E-05,1.98E-05,0.373784499
0.458,0.378177696,1.04E-05,-2.30482E-05,-4.12E-06,0.374982051
0.459,0.378509353,8.98E-06,-1.62598E-05,-4.98E-06,0.375875107
0.46,0.37864933,5.19E-06,-1.3943E-05,-1.36E-05,0.376010131
0.461,0.378670841,9.69E-06,-1.64428E-05,-1.96E-05,0.376327383
0.462,0.37856725,4.91E-06,-1.67289E-05,-9.71E-06,0.376963121
0.463,0.377815873,1.83E-05,-8.85535E-06,-1.18E-07,0.376765313
0.464,0.376699496,1.68E-05,-6.70169E-06,6.24E-07,0.37576002
0.465,0.37475864,1.20E-05,1.73985E-06,2.11E-05,0.37336519
0.466,0.371153285,2.10E-05,6.58474E-06,3.72E-05,0.369362856
0.467,0.36558893,2.44E-05,-3.3952E-06,4.05E-05,0.364048226
0.468,0.358959487,2.77E-05,6.88146E-06,2.79E-05,0.357790569
0.469,0.352599331,4.01E-05,1.38E-05,1.86E-05,0.351307904
0.47,0.346932366,5.51E-05,1.41E-05,2.45E-05,0.345199078
0.471,0.34378187,7.84E-05,2.71E-05,1.41E-05,0.341453572
0.472,0.343647451,7.46E-05,2.69E-05,1.33E-05,0.340726773
0.473,0.346266508,8.52E-05,2.46E-05,1.19E-05,0.342849269
0.474,0.351531734,8.77E-05,3.34E-05,1.30E-05,0.347801589
0.475,0.357362512,7.40E-05,4.42E-05,2.32E-05,0.353643432
0.476,0.363479461,6.86E-05,4.98E-05,2.02E-05,0.36047414
0.477,0.37035704,6.52E-05,5.67E-05,3.34E-05,0.368729875
0.478,0.376073243,6.90E-05,7.57E-05,5.01E-05,0.375658839
0.479,0.381039419,6.07E-05,7.37E-05,4.63E-05,0.38139127
0.48,0.384585695,4.83E-05,5.05E-05,4.11E-05,0.385748449
0.481,0.38697891,4.99E-05,4.56E-05,3.15E-05,0.388628453
0.482,0.388945689,5.21E-05,4.53E-05,3.05E-05,0.39017997
0.483,0.391502815,5.04E-05,3.15E-05,3.15E-05,0.391738749
0.484,0.392877127,4.95E-05,2.40E-05,2.47E-05,0.392199646
0.485,0.3934168,3.43E-05,1.77E-05,1.66E-05,0.392066692
0.486,0.394047045,2.52E-05,1.96E-05,1.03E-06,0.392253565
0.487,0.393666182,1.57E-05,1.80E-05,-1.17E-05,0.391618919
0.488,0.392334545,1.13E-05,1.61E-05,-1.58E-05,0.39018909
0.489,0.389479398,8.43E-06,2.85E-05,-1.37E-05,0.387654324
0.49,0.384165399,7.69204E-06,1.67E-05,-8.43E-06,0.383265084
0.491,0.376501396,1.0349E-05,1.95E-05,-1.45E-05,0.376481789
0.492,0.368126632,7.97156E-06,2.00E-05,-1.86E-05,0.368517155
0.493,0.360562535,9.18616E-06,8.07E-06,-1.40E-05,0.361372327
0.494,0.356185091,1.48236E-05,1.58E-05,-1.56E-05,0.357571336
0.495,0.357813943,2.27312E-05,8.80E-06,-9.49E-06,0.358940522
0.496,0.364609719,3.96671E-05,1.36E-05,-2.81E-06,0.364414635
0.497,0.372769692,7.26213E-05,2.40E-05,-5.65E-06,0.371385532
0.498,0.380471657,0.000127939,3.16672E-05,6.05E-06,0.378564635
0.499,0.385368836,0.00021868,3.36115E-05,-6.96E-06,0.383575105
0.5,0.386500008,0.000344314,2.63849E-05,-1.35716E-05,0.386590748
0.501,0.383420983,0.0005272,4.71E-05,-4.85827E-06,0.388620975
0.502,0.372124214,0.000821214,8.00164E-05,-1.35695E-05,0.390471414
0.503,0.339266552,0.001381765,0.000103879,-1.79583E-05,0.392146792
0.504,0.28358728,0.002611201,0.000129257,-1.46546E-05,0.393678979
0.505,0.232182818,0.005565868,0.00016,-7.82925E-06,0.394920045
0.506,0.189903222,0.012496956,0.000217993,-6.98557E-06,0.395580928
0.507,0.127079838,0.027444301,0.000282576,-1.61229E-05,0.395724482
0.508,0.060062539,0.056814979,0.000320851,-1.79619E-05,0.395620159
0.509,0.023317199,0.104961989,0.000366075,-1.28539E-05,0.395217404
0.51,0.009709648,0.16256716,0.000392284,-1.10E-05,0.395302492
0.511,0.004325625,0.211828883,0.000401681,-5.28E-06,0.396038325
0.512,0.001915553,0.260795934,0.000396114,1.48E-05,0.397655261
0.513,0.000864482,0.326901924,0.000363828,2.55E-05,0.400207651
0.514,0.000438387,0.378193007,0.000336553,2.18E-05,0.402633466
0.515,0.000262024,0.392228254,0.000309742,2.12E-05,0.405167443
0.516,0.000181966,0.396177969,0.00030835,2.55E-05,0.407485751
0.517,0.000145429,0.404808303,0.000307294,3.52E-05,0.409272225
0.518,0.000109354,0.410221419,0.000262581,3.63E-05,0.410064294
0.519,7.69794E-05,0.411067014,0.000206831,2.00E-05,0.410591616
0.52,5.23443E-05,0.411242359,0.000161684,1.35E-05,0.411262466
0.521,4.3158E-05,0.412038693,0.000142601,9.03E-06,0.411751815
0.522,4.4372E-05,0.41432999,0.000134912,6.92E-07,0.412743637
0.523,4.31851E-05,0.417089008,0.00012869,3.78E-06,0.413877699
0.524,4.74864E-05,0.418556453,0.000128782,4.99E-06,0.415149783
0.525,4.68143E-05,0.418571274,0.000128202,6.91E-06,0.416625892
0.526,3.84642E-05,0.418710397,0.00013618,3.61287E-06,0.417738722
0.527,3.99221E-05,0.420191172,0.000150937,5.43312E-06,0.418557134
0.528,3.57728E-05,0.421838108,0.000164727,1.31213E-05,0.419724602
0.529,3.41994E-05,0.421715939,0.000183719,1.24211E-05,0.420746506
0.53,3.23005E-05,0.420960407,0.000212658,7.46392E-06,0.421482619
0.531,2.30459E-05,0.421632252,0.000258914,1.15305E-05,0.422500923
0.532,3.60129E-05,0.422736,0.000334511,1.94166E-05,0.423417992
0.533,4.15652E-05,0.422423298,0.000388712,3.19494E-05,0.423771805
0.534,4.19295E-05,0.421366362,0.000417623,2.27192E-05,0.423824516
0.535,3.86611E-05,0.420834973,0.000453348,2.52E-05,0.423196224
0.536,2.93489E-05,0.421154952,0.000482231,2.74E-05,0.422107191
0.537,3.89624E-05,0.42118032,0.000491571,2.14E-05,0.420767304
0.538,4.79903E-05,0.420070726,0.000471344,3.46E-05,0.418961354
0.539,4.44985E-05,0.418756996,0.000427301,4.02E-05,0.416999182
0.54,3.48322E-05,0.417866573,0.000374109,1.19E-05,0.415092353
0.541,3.34405E-05,0.416396269,0.000321588,1.37E-05,0.412974715
0.542,4.02381E-05,0.41341723,0.000288886,2.15E-05,0.410529917
0.543,4.4515E-05,0.409950634,0.000264709,1.47E-05,0.408345875
0.544,5.80199E-05,0.406754641,0.000234402,1.36E-05,0.406244788
0.545,8.04518E-05,0.40429689,0.000244225,1.42E-05,0.404342759
0.546,8.5753E-05,0.402694549,0.000226139,2.00E-05,0.403107411
0.547,1.05E-04,0.401676726,0.000208165,1.48E-05,0.402488811
0.548,1.33E-04,0.401095926,0.000206882,3.38E-05,0.402019697
0.549,1.53E-04,0.401994032,1.94E-04,3.27E-05,0.402629618
0.55,1.69E-04,0.403744513,2.00E-04,3.74E-05,0.404012273
0.551,1.62E-04,0.406135245,2.08E-04,4.55E-05,0.406109958
0.552,1.63E-04,0.408782665,2.31E-04,6.75E-05,0.408523894
0.553,1.63E-04,0.411763417,2.55E-04,4.40359E-05,0.411141431
0.554,1.48E-04,0.414965454,2.72E-04,3.94527E-05,0.413917066
0.555,0.000125664,0.417764134,3.04E-04,5.04529E-05,0.416442701
0.556,7.08917E-05,0.419888257,3.12E-04,5.49272E-05,0.418523998
0.557,4.39117E-05,0.421891059,3.39E-04,4.00538E-05,0.420489897
0.558,3.74335E-05,0.424979999,3.54E-04,4.55483E-05,0.423257781
0.559,2.64158E-05,0.427566304,3.51E-04,8.68E-05,0.425573851
0.56,2.1209E-05,0.42982001,3.54E-04,1.01E-04,0.427824706
0.561,2.23494E-05,0.431572457,3.40E-04,1.17E-04,0.43004403
0.562,2.37341E-05,0.432494493,3.19E-04,1.13E-04,0.431442192
0.563,2.85958E-05,0.433511345,3.09E-04,1.03E-04,0.432578364
0.564,2.7936E-05,0.434572991,2.82E-04,1.20E-04,0.433712028
0.565,1.58505E-05,0.434213827,2.64E-04,1.26E-04,0.433831888
0.566,2.42973E-05,0.433270625,2.45E-04,8.31E-05,0.433604282
0.567,2.04909E-05,0.432351399,2.19E-04,4.95E-05,0.433268003
0.568,3.69724E-05,0.430716349,2.12E-04,3.12E-05,0.43164043
0.569,4.78162E-05,0.429493895,2.07E-04,1.58E-05,0.430041437
0.57,6.442E-05,0.42843859,0.000181914,1.87E-05,0.428443825
0.571,0.000105236,0.426427495,0.00018121,2.92E-06,0.42621905
0.572,0.000141808,0.424544858,0.000176174,1.78E-05,0.424353667
0.573,0.000195124,0.42293312,0.000194841,2.11E-05,0.42252566
0.574,0.000243014,0.420834466,0.000214043,7.43E-06,0.420150362
0.575,0.000255045,0.419012894,0.000205293,6.85E-06,0.417983615
0.576,0.000284206,0.416976417,0.000226879,1.34E-05,0.415984751
0.577,0.000314559,0.413793935,0.000232174,4.50E-05,0.413265887
0.578,0.000317483,0.410358628,0.00026218,6.93E-05,0.410453763
0.579,0.000306454,0.407021984,0.00028906,5.14E-05,0.407694833
0.58,0.000268741,0.403695251,0.000314996,5.47E-05,0.404769578
0.581,0.000254454,0.400599105,0.000377163,3.94E-05,0.402148647
0.582,0.000228622,0.397132172,0.000443469,4.00E-05,0.399492116
0.583,0.000205325,0.392884459,0.000542416,9.61E-05,0.39734676
0.584,0.000194455,0.38489973,0.000693976,7.04E-05,0.39584193
0.585,0.000167618,0.367147275,0.000894997,1.31E-05,0.394607507
0.586,0.000165869,0.334549875,0.00119761,7.29E-06,0.393600121
0.587,0.000162697,0.29114041,0.001623951,8.04E-06,0.393253001
0.588,0.000147436,0.248806995,0.002232355,-8.13E-06,0.393244378
0.589,0.000152143,0.211436547,0.00315865,-3.16E-06,0.393338392
0.59,0.000147172,0.167488503,0.004532901,1.22E-05,0.393742348
0.591,0.000164122,0.111595787,0.006716077,1.50E-06,0.394964551
0.592,0.000175374,0.061465363,0.010232534,-2.86E-06,0.396534275
0.593,0.000159417,0.030453121,0.016281333,7.60E-06,0.398333035
0.594,0.000149069,0.015137871,0.026787065,4.12E-06,0.400459433
0.595,0.000125784,0.008051297,0.044687651,1.51E-05,0.402699879
0.596,0.000150039,0.00462111,0.072557527,1.84E-05,0.405122019
0.597,0.000172764,0.002868562,0.109988813,-7.18E-06,0.407462593
0.598,0.0001154,0.001863937,0.152829555,1.03E-05,0.410272938
0.599,7.53E-05,0.001280124,0.196109618,3.41E-06,0.413018737
0.6,2.61E-05,0.000914973,0.238457279,1.09011E-06,0.415158824
0.601,1.13E-05,0.000653716,0.283370796,2.10826E-05,0.417198221
0.602,1.35E-05,0.000488516,0.33073966,1.78231E-05,0.418812114
0.603,-1.71E-06,0.000389031,0.373096152,1.93401E-05,0.420571801
0.604,1.54E-05,0.000310047,0.402064064,-3.08604E-07,0.421899104
0.605,7.29E-06,0.000266931,0.417279658,1.05732E-05,0.422891818
0.606,9.60E-06,0.000239338,0.423607907,2.34069E-05,0.424046693
0.607,1.35E-05,0.000208497,0.424886596,4.07375E-06,0.424734598
0.608,1.86E-06,0.00020674,0.424099995,1.72E-05,0.424832518
0.609,1.52E-06,0.000196463,0.423473153,1.44E-05,0.424849341
0.61,-8.92E-06,0.000204527,0.423473455,-8.87E-06,0.424802919
0.611,-1.12E-05,0.000196169,0.423383479,1.33E-06,0.424341181
0.612,-2.54E-06,0.000217032,0.42336227,2.07E-05,0.424241286
0.613,8.12E-06,0.000231043,0.422028191,2.58E-05,0.423594997
0.614,1.32E-05,0.000211176,0.419845652,-9.68E-06,0.422356286
0.615,1.81E-05,0.000222775,0.418154322,4.35E-06,0.421295093
0.616,3.21E-06,2.13E-04,0.416902914,1.94E-05,0.41999572
0.617,5.40E-06,2.20E-04,0.416133851,-3.8107E-06,0.418809585
0.618,-2.04E-07,2.10E-04,0.415576156,6.97137E-07,0.417562839
0.619,-9.86E-06,1.86E-04,0.414999722,4.89329E-06,0.416650636
0.62,1.12E-05,1.59E-04,0.414529976,3.45407E-06,0.415979923
0.621,1.32E-06,1.46E-04,0.413562678,1.31521E-05,0.414702581
0.622,1.53E-05,1.09E-04,0.413099887,1.1277E-05,0.413719277
0.623,5.33E-06,1.07E-04,0.41156867,7.83992E-06,0.411627789
0.624,-8.08E-07,8.54E-05,0.410302669,1.3977E-05,0.410027108
0.625,2.41E-06,8.32E-05,0.408333851,6.5134E-06,0.408131816
0.626,-8.78E-07,6.23E-05,0.405829263,1.32432E-05,0.405844898
0.627,1.02E-05,5.15E-05,0.403753083,-2.70045E-06,0.403970946
0.628,3.93E-06,3.83E-05,0.401010639,-9.00337E-06,0.400969062
0.629,-8.83E-06,4.98E-05,0.397687482,1.35773E-05,0.397072795
0.63,6.55E-07,3.91E-05,0.395208253,3.13924E-06,0.393889017
0.631,1.03E-06,3.86E-05,0.392897677,1.94874E-06,0.391056704
0.632,8.61E-06,3.10E-05,0.389814602,1.85987E-06,0.387855934
0.633,1.06E-05,4.71E-05,0.386914367,4.67049E-06,0.385253375
0.634,3.92E-06,3.91E-05,0.38389443,5.23168E-06,0.382693716
0.635,5.83E-06,3.90E-05,0.381305557,2.36254E-06,0.38032808
0.636,7.16E-06,5.14E-05,0.379162806,5.77885E-06,0.378113864
0.637,4.22E-06,4.81E-05,0.377041761,1.15883E-05,0.375935951
0.638,1.07627E-05,5.19663E-05,0.375611735,6.27147E-06,0.374595939
0.639,-5.53134E-06,7.3477E-05,0.374348258,1.43091E-05,0.37357355
0.64,8.18663E-06,7.62652E-05,0.372773658,8.36759E-06,0.372344723
0.641,3.89904E-06,9.76042E-05,0.371689648,1.22606E-05,0.371512928
0.642,-7.2079E-06,0.000106011,0.371198645,3.97599E-06,0.371019503
0.643,6.77E-06,0.00012933,0.371189968,7.3044E-07,0.370751452
0.644,-1.32E-06,0.000144444,0.37126639,2.54064E-05,0.370591895
0.645,2.55E-06,0.000184743,0.371108506,8.0719E-06,0.370269202
0.646,7.38E-06,0.000227597,0.371341924,-7.36284E-06,0.370615246
0.647,6.13E-06,0.000257753,0.371287682,4.44E-06,0.370800157
0.648,5.84E-06,0.000296669,0.370826766,-1.97E-06,0.37059174
0.649,-2.88E-07,0.000317461,0.370453911,7.07E-06,0.370362479
0.65,-4.70E-06,0.000321453,0.370555122,9.65E-06,0.370368006
0.651,5.74E-06,0.000344519,0.37014723,-1.00E-05,0.369896696
0.652,8.57E-06,0.000343908,0.369980718,4.48E-06,0.369758637
0.653,1.87E-05,0.000337654,0.369506232,-2.65E-06,0.36943714
0.654,-1.93E-06,0.000323108,0.368629013,1.38E-05,0.368780646
0.655,5.46E-06,0.000288246,0.368218533,1.96E-05,0.368423109
0.656,3.09E-06,2.70E-04,0.368133472,-4.50E-06,0.367990232
0.657,-9.51E-06,2.26E-04,0.368239485,1.07E-06,0.367667101
0.658,6.35E-06,1.92E-04,0.369033333,8.45E-06,0.36795601
0.659,7.14E-06,1.88E-04,0.369376649,1.05E-05,0.368013261
0.66,-9.80E-07,1.56E-04,0.369243129,1.31E-05,0.368013425
0.661,9.06E-06,1.48E-04,0.368755465,1.50E-05,0.368117522
0.662,7.77E-06,1.30E-04,0.368261953,8.03E-06,0.368135847
0.663,5.36E-06,1.07E-04,0.368048643,-1.68E-06,0.368394657
0.664,5.45E-06,9.64E-05,0.367844855,3.78E-06,0.368382176
0.665,3.26E-06,7.78E-05,0.367855363,2.10E-06,0.368407429
0.666,-3.79306E-06,7.30E-05,0.367426657,2.26E-06,0.367989242
0.667,3.37574E-07,7.23E-05,0.367297064,1.66E-06,0.367904034
0.668,6.56621E-06,5.43E-05,0.366336505,7.98E-06,0.367090311
0.669,3.4041E-06,5.81E-05,0.365372044,5.50E-06,0.366117986
0.67,1.55007E-05,5.12E-05,0.364238356,5.51E-06,0.364710955
0.671,5.12034E-05,3.88E-05,0.363933463,8.56E-06,0.363865827
0.672,7.73055E-05,4.62E-05,0.363330389,1.54E-05,0.362576951
0.673,0.000132923,4.60E-05,0.362522754,2.02E-05,0.361303634
0.674,0.000176674,3.44E-05,0.361820216,1.03E-05,0.360603449
0.675,0.000178399,2.94E-05,0.360443599,8.20E-06,0.359790853
0.676,0.000188848,2.52693E-05,0.358368093,-1.08E-07,0.35847154
0.677,0.000162739,2.73484E-05,0.356830562,-8.03E-07,0.357606747
0.678,0.000162272,2.84108E-05,0.354512555,1.01E-05,0.35588654
0.679,0.000230429,3.35661E-05,0.3520334,1.52E-05,0.354620183
0.68,0.000287068,3.05157E-05,0.347231575,1.91E-05,0.352851775
0.681,0.000228036,2.76008E-05,0.339011238,2.07E-05,0.351370579
0.682,0.000116417,3.7297E-05,0.325657187,2.10E-05,0.349966272
0.683,6.04609E-05,3.16301E-05,0.306430965,2.76E-05,0.348359425
0.684,3.80397E-05,2.72499E-05,0.282736821,2.25E-05,0.346783713
0.685,1.14514E-05,2.99479E-05,0.256242053,3.02E-05,0.34497603
0.686,1.82135E-05,2.22086E-05,0.228906201,2.41E-05,0.343296042
0.687,2.0021E-05,3.55468E-05,0.200223311,2.92E-05,0.341661169
0.688,6.4705E-07,4.4734E-05,0.169674904,4.01E-05,0.340194069
0.689,7.48031E-06,4.80247E-05,0.137279454,3.21E-05,0.338825664
0.69,8.42749E-06,6.04072E-05,0.104858005,3.35E-05,0.337598576
0.691,2.83043E-06,5.17889E-05,0.075519242,2.83E-05,0.336434159
0.692,1.04506E-05,5.64046E-05,0.051790457,1.91E-05,0.335422336
0.693,6.30981E-06,7.67222E-05,0.034392761,3.53E-05,0.33434337
0.694,9.02784E-06,7.21622E-05,0.022733596,3.22E-05,0.33375264
0.695,1.03416E-05,9.27152E-05,0.015147408,1.98E-05,0.332446274
0.696,6.82E-06,0.000113691,0.010351686,1.60E-05,0.331744844
0.697,1.52E-05,0.000131743,0.007285403,2.08E-05,0.331308584
0.698,1.19E-05,0.000161016,0.005221206,1.20E-05,0.329967738
0.699,8.27E-06,0.000163081,0.003851264,1.46E-05,0.328718884
0.7,1.10E-05,0.000184683,0.00291595,1.18E-05,0.327775594
0.701,9.49E-06,0.000190568,0.002236969,2.42E-05,0.327385491
0.702,1.82E-05,0.000204866,0.001742177,2.88E-05,0.326405045
0.703,1.88E-05,0.000217934,0.001364049,2.76E-05,0.32574023
0.704,1.74E-05,0.000208216,0.001072179,2.46E-05,0.325043148
0.705,2.95E-05,0.000215855,0.000864727,1.22E-05,0.324782675
0.706,2.69E-05,0.000226542,0.000690318,2.13E-05,0.325061679
0.707,3.21E-05,0.000224881,0.000558605,3.24E-05,0.324664732
0.708,4.35E-05,0.000225172,0.000454008,2.75E-05,0.32489806
0.709,4.60E-05,0.000225197,0.000376686,3.22E-05,0.325506263
0.71,5.27E-05,0.000228821,0.000331129,4.33E-05,0.325759937
0.711,5.26E-05,0.000228906,0.00028439,5.26E-05,0.325798962
0.712,5.66E-05,0.000231971,0.000249632,5.07E-05,0.325995402
0.713,5.80E-05,0.000242837,0.000222484,5.24E-05,0.325884674
0.714,5.99E-05,0.000244173,0.000196395,6.12E-05,0.326306188
0.715,6.83E-05,0.000253078,0.000180903,7.57E-05,0.325979661
0.716,7.57E-05,0.000265579,0.000149591,9.85E-05,0.325866373
0.717,8.03E-05,0.000278435,0.000135227,1.09E-04,0.326012838
0.718,7.77E-05,0.000299989,0.000126017,1.19E-04,0.325493353
0.719,7.91E-05,0.000303866,0.00011288,1.51E-04,0.324309151
0.72,8.27361E-05,0.000305703,0.000105925,1.85E-04,0.324172399
0.721,7.72483E-05,0.000317949,8.61196E-05,2.31E-04,0.323171409
0.722,8.27751E-05,0.000321845,7.84326E-05,3.02E-04,0.322672275
0.723,8.16462E-05,0.000338699,7.91E-05,0.000387557,0.321841638
0.724,7.68692E-05,0.000337158,6.82E-05,0.000500031,0.321046121
0.725,7.69212E-05,0.00032749,6.58E-05,0.000646062,0.32027173
0.726,6.22036E-05,3.30E-04,5.55E-05,0.000855712,0.320517122
0.727,5.78234E-05,3.02E-04,4.78E-05,0.001149582,0.319946807
0.728,5.89261E-05,2.77E-04,4.98E-05,0.001552071,0.318907629
0.729,5.01053E-05,2.66E-04,5.43E-05,0.002127878,0.317620963
0.73,5.54773E-05,2.51E-04,6.10E-05,0.002962704,0.316568421
0.731,4.44345E-05,2.33E-04,5.08E-05,0.00422303,0.315746263
0.732,4.01872E-05,2.17E-04,4.40E-05,0.006178746,0.314784749
0.733,4.95297E-05,2.09E-04,4.47E-05,0.009216315,0.313963369
0.734,4.46496E-05,1.92E-04,3.60751E-05,0.013922573,0.312732007
0.735,4.99504E-05,0.000177919,4.37051E-05,0.021128537,0.311887974
0.736,6.61004E-05,0.000180657,4.2131E-05,0.031496244,0.310343315
0.737,9.24244E-05,0.000174502,3.68267E-05,0.045617889,0.309406227
0.738,0.000122267,0.000169707,3.88676E-05,0.063286381,0.308788768
0.739,0.000137866,0.000183387,2.78782E-05,0.083520888,0.307461307
0.74,0.000160023,0.000198737,2.47881E-05,0.106076996,0.307326299
0.741,0.000169895,0.000218732,2.6843E-05,0.129681545,0.306296664
0.742,0.000165814,0.000249028,3.24736E-05,0.154558044,0.305454336
0.743,0.000169618,0.000293425,3.5191E-05,0.18060653,0.304665887
0.744,0.000172459,0.000344603,2.55248E-05,0.207520341,0.304098867
0.745,0.000183014,0.000397232,2.95404E-05,0.233626146,0.302951711
0.746,0.000187874,0.000459805,3.07338E-05,0.257315771,0.302211548
0.747,0.000162867,0.000513261,2.48678E-05,0.275569647,0.300961921
0.748,0.00012584,0.000543398,2.50361E-05,0.28735769,0.299326161
0.749,8.76773E-05,0.000559399,2.39781E-05,0.294457663,0.298583565
